ingredient,adverse_event,count,IC025
"ALPHA-BETA-CAROTENE-3, 3'-DIOL",BLOOD PRESSURE INCREASED,9,0.271110898114423
Chitosan,CONSTIPATION,10,0.271029420882092
Selenium,URINARY HESITATION,13,0.270164051721734
Broccoli,CEREBROVASCULAR ACCIDENT,4,0.269600603663694
EVODIA RUTAECARPA FRUIT EXTRACT,MYOCARDIAL INFARCTION,3,0.269400520081491
SLIMPRO,MYOCARDIAL INFARCTION,3,0.26913586988726
FISH OIL,ATRIAL FLUTTER,6,0.267948345710022
MIXED STEROLS,RENAL FAILURE,3,0.2678187284346
Chlorella,VOMITING,10,0.267215394904949
Wheat Bran,GASTRITIS,4,0.267199994512796
Acerola,HERPES ZOSTER,5,0.267042438453943
Siberian Ginseng,URTICARIA,24,0.266995236150862
"ALPHA-BETA-CAROTENE-13, 13'-DIOL",BLOOD PRESSURE INCREASED,9,0.266764374481679
SUPER HD NOOTROPIC & CNS SUPPORT BLEND:,MYOCARDIAL INFARCTION,3,0.266504137305796
Alfalfa,URTICARIA,12,0.265980523495551
Siberian Ginseng,HOSPITALISATION,8,0.265793586797631
OOLONG TEA LEAF EXTRACT,CHROMATURIA,5,0.265765471975863
Taurine,BLOOD BILIRUBIN INCREASED,10,0.265376147238623
Inositol,SKIN IRRITATION,12,0.265301613982866
Green Coffee,ALANINE AMINOTRANSFERASE INCREASED,11,0.265042707519131
3-PYRIDINECARBOXYLIC ACID,BURNING SENSATION,6,0.265015715089632
N-[2-(5-METHOXY-1H-INDOL-3-YL)ETHYL]ACETAMIDE,INSOMNIA,6,0.264155132087622
Parsley,COUGH,5,0.264095808890281
Zinc,PROSTATE CANCER,15,0.263782225978632
CALORIES,COMA,4,0.262452791522927
Capsicum,MENTAL DISORDER,4,0.262138336660607
Cat's Claw,ANOREXIA,4,0.261023968643478
(BETA-HYDROXYETHYL)TRIMETHYLAMMONIUM,ERYTHEMA,24,0.260934244683549
Folic Acid,FAT TISSUE INCREASED,3,0.260358497148028
Garcinia,BLOOD BILIRUBIN INCREASED,9,0.260296973338396
"2-(3,4-DIHYDROXYPHENYL)-3,5,7-TRIHYDROXY-4H-1-BENZOPYRAN-4-ONE",PYREXIA,3,0.260186318341936
Boron,FLUID RETENTION,7,0.260116318558825
"1-CARBOXY-N,N,N-TRIMETHYLMETHANAMINIUM CHLORIDE",DIVERTICULITIS,3,0.259888034829583
Garcinia,HEPATIC ENZYME INCREASED,10,0.259193175745402
CALCAREA MURIATICA,FALL,13,0.258854655663595
Androstenedione,VITAMIN D DECREASED,4,0.258544091782626
Baikal Skullcap,ANGER,3,0.258022386365481
Dandelion,PANIC ATTACK,4,0.257782895392056
Silicon,POLLAKIURIA,6,0.257561750869508
Boron,BLOOD GLUCOSE INCREASED,13,0.257384210402797
LACTOBACILLUS HELVETICUS,ALOPECIA,17,0.257378775347909
B VITAMIN BLEND,MYOCARDIAL INFARCTION,3,0.256999493813681
Wine,AGGRESSION,5,0.256907726315121
TOTAL CARBOHYDRATE,SYNCOPE,9,0.256667533429355
PIPER NIGRUM,LIVER FUNCTION TEST ABNORMAL,9,0.256595913094954
CRATAEGUS LAEVIGATA,HAIR TEXTURE ABNORMAL,6,0.256589901920936
Vitamin C,FOREIGN BODY TRAUMA,105,0.256319039997467
TOTAL CARBOHYDRATE,INTESTINAL OBSTRUCTION,4,0.255850223485282
"1-CARBOXY-N,N,N-TRIMETHYLMETHANAMINIUM CHLORIDE",BLOOD ELECTROLYTES DECREASED,3,0.255818505572323
Wheat Bran,JAUNDICE,9,0.25570584367104
RAUWOLFIA VOMITORIA ROOT BARK EXTRACT,MYOCARDIAL INFARCTION,3,0.255200748029418
Eicosapentaenoic Acid,HYPERHIDROSIS,8,0.25444863180969
RHODIOLA ROOT EXTRACT,CHOLECYSTITIS,3,0.254439710628461
Biotin,TRICHORRHEXIS,41,0.253872543569116
Bromelain,ABDOMINAL PAIN,9,0.253419944970031
Vitamin D,FOREIGN BODY TRAUMA,139,0.25335745884111
SUPER HD THERMOSCULPTING BLEND,MYOCARDIAL INFARCTION,3,0.253059369793934
CALCIUM/POTASSIUM SALT OF HYDROXYCITRIC ACID,CHROMATURIA,4,0.252603809993409
BRASSICA OLERACEA VAR. ITALICA,CHEMICAL INJURY,8,0.252520220675193
Poria Mushroom,IRRITABILITY,3,0.25240977791136
Folic Acid,APOPTOSIS,3,0.25223292320825
BERBERIS ARISTATA ROOT BARK EXTRACT,HYPERHIDROSIS,3,0.252046465080295
PHOSPHATIDYLCHOLINE,PANIC ATTACK,5,0.251009541465099
Aloe,HEPATIC ENZYME INCREASED,13,0.251000486171728
POMEGRANATE RIND EXTRACT,CHOLECYSTITIS,3,0.250931991626008
ALLIUM SATIVUM,TYPE 2 DIABETES MELLITUS,3,0.250912517714333
Pantothenic Acid,HAEMATOSPERMIA,10,0.250859132472798
DRIED PINE BARK EXTRACT,CHOLECYSTITIS,3,0.250456886743511
Grape,HEART RATE IRREGULAR,6,0.250046291105734
FISH OIL,CHOKING SENSATION,11,0.24982477436086
SUPER HD THERMOSCULPTING(TM) BLEND,MYOCARDIAL INFARCTION,3,0.249686094376441
Cassia Cinnamon,DEHYDRATION,15,0.249306408568453
JUGLANS NIGRA,DIARRHOEA,6,0.248612681234247
Capsicum,DEHYDRATION,17,0.248491614534166
POMEGRANATE FRUIT EXTRACT,HEPATIC ENZYME INCREASED,4,0.248038078464389
5-HTP,ANXIETY,6,0.247432776193518
BENTONITE,URTICARIA,4,0.246984345293421
Silicon,HAEMOPTYSIS,5,0.246917468382098
Caffeine,CHEST PAIN,29,0.245758883597537
Androstenedione,HAIR TEXTURE ABNORMAL,14,0.245756833383365
Para-Aminobenzoic Acid (PABA),BURNING SENSATION,17,0.244957553288839
Bear's Garlic,SKIN LESION,3,0.244222990786454
"1-CARBOXY-N,N,N-TRIMETHYLMETHANAMINIUM CHLORIDE",NAUSEA,12,0.243938542229213
Oolong Tea,GASTRIC DISORDER,9,0.243886315593306
CALCIUM-POTASSIUM SALT OF (-)-HYDROXYCITRIC ACID,CHROMATURIA,4,0.243214784757183
DANDELION ROOT EXTRACT,MYOCARDIAL INFARCTION,3,0.243043463988837
Cranberry,ORTHOSTATIC HYPOTENSION,3,0.242872110783189
Methylsulfonylmethane,ANOREXIA,5,0.24279225372577
FREE PLANT STEROLS,SCROTAL SWELLING,3,0.2418977696413
Potassium,LIVER INJURY,19,0.241858349159976
NIACINAMIDE,ALOPECIA,150,0.241791884733836
Selenium,GASTRIC HAEMORRHAGE,8,0.241319787977415
SUPERHD SENSORY IMPACT BLEND,MYOCARDIAL INFARCTION,3,0.240009497929831
Broccoli,VOMITING,9,0.239926060566168
PERILLA FRUTESCENS,IRRITABILITY,3,0.239536083076749
SIMPRO(R),MYOCARDIAL INFARCTION,3,0.238679972394918
Biotin,HAIR DISORDER,17,0.238482235409924
N-(AMINOIMINOMETHYL)-N-METHYLGLYCINE MONOHYDRATE,ASPARTATE AMINOTRANSFERASE INCREASED,6,0.238352271440464
Broccoli,DYSPEPSIA,4,0.238078830898991
L-Arginine,CHEST PAIN,14,0.237593209585589
"(R)-1,2-DITHIOLANE-3-PENTANOIC ACID",PANCREATITIS,3,0.237246368052064
Potassium,FAECES PALE,8,0.237073988650903
Chromium,RECTAL HAEMORRHAGE,27,0.236821094920287
BRASSICA OLERACEA VAR. ITALICA,VITAMIN D DECREASED,4,0.23601721399368
ALLIUM SATIVUM,PHARYNGEAL OEDEMA,6,0.235905971623749
Riboflavin,ALOPECIA,197,0.235591883597541
Grape,FEELING JITTERY,4,0.234475934829405
Pantothenic Acid,HAEMORRHAGE,103,0.234377231064176
Bilberry,BRONCHITIS,3,0.234238311073528
Hyssop,RENAL FAILURE,3,0.232277898099813
Tyrosine,HYPERTHERMIA,3,0.232048702676671
N-(AMINOIMINOMETHYL)-N-METHYLGLYCINE MONOHYDRATE,ALANINE AMINOTRANSFERASE INCREASED,6,0.231672857575021
Blueberry,ARTHRALGIA,15,0.230716826923664
Ashitaba,LOSS OF CONSCIOUSNESS,3,0.229995130007142
GINGKO BILOBA EXTRACT,CONVULSION,3,0.229986977541963
FISH OIL,EPISTAXIS,19,0.228462383594319
Zinc,DYSURIA,33,0.228377254472761
Chromium,RENAL FAILURE,28,0.227943550232237
3-PYRIDINECARBOXAMIDE,DEATH,8,0.227499564821557
Vitamin D,HAEMATOCHEZIA,115,0.227304338837266
Chromium,CHROMATURIA,44,0.22703815691931
"1-[(2E,4E)-5-(1,3-BENZODIOXOL-5-YL)-1-OXO-2,4-PENTADIENYL]PIPERIDINE",PANCREATITIS,3,0.226933040199511
Turmeric,MULTI-ORGAN FAILURE,3,0.226745119765561
Wheat Bran,SYNCOPE,7,0.226057859892831
Wheat Bran,POISONING,4,0.225930750309584
L-THREONINE,TACHYCARDIA,3,0.225567846719153
Acerola,COELIAC DISEASE,9,0.225528882946738
Maritime Pine,FEELING JITTERY,4,0.22497220456657
Thiamine,ALOPECIA,195,0.224570414799191
Chromium,PROSTATE CANCER,13,0.224413759118118
Vitamin C,DYSPHAGIA,144,0.224229655417897
PERILLA FRUTESCENS,VISION BLURRED,4,0.224088852750809
Boron,BLOOD PRESSURE FLUCTUATION,6,0.223844929024904
Tomato,VOMITING,15,0.223191184472523
Zizyphus,IRRITABILITY,3,0.223054789080755
"RIBO-2,3,4,5-TETRAHYDROXYVALERALDEHYDE, D-",FACE OEDEMA,3,0.222831266245554
Capsicum,CONVULSION,12,0.222741343570146
BRASSICA OLERACEA VAR. ITALICA,HAIR TEXTURE ABNORMAL,14,0.222720897950046
Resveratrol,HEPATIC ENZYME INCREASED,11,0.22245985791084
Histidine,TACHYCARDIA,3,0.222327712453512
Inulin,URTICARIA,4,0.221535167520286
Alfalfa,NAUSEA,26,0.221165619634148
CARROT ROOT POWDER,HEPATIC ENZYME INCREASED,4,0.221162647799042
Vitamin D,DYSPHAGIA,191,0.219701316635199
Theanine,BLOOD BILIRUBIN INCREASED,8,0.21957796242137
24BETA-ETHYL-DELTA5-CHOLESTEN-3BETA-OL,NEPHROLITHIASIS,4,0.219071803383654
Rhodiola,BLOOD CREATININE INCREASED,4,0.218491682474176
Glucosamine Sulfate,CHEST X-RAY ABNORMAL,3,0.218434784660935
Vitamin B12,DYSPHAGIA,117,0.218026828777748
LYCOPENE,HEPATIC ENZYME INCREASED,9,0.217988187188249
Creatine,MYALGIA,4,0.217665192557371
Vitamin E,ALOPECIA,352,0.216816052664036
Devil's Claw,ALANINE AMINOTRANSFERASE INCREASED,10,0.216462474829189
Peppermint,DEHYDRATION,7,0.21631937402808
Yucca,PANCREATITIS,3,0.216253666168786
Corn Silk,NAUSEA,5,0.215899079073862
MAGNOLIA OFFICINALIS,IRRITABILITY,3,0.214647644100332
Phenylalanine,HEPATIC ENZYME INCREASED,6,0.214318448309691
FENUGREEK EXTRACT,HYPERHIDROSIS,3,0.213550738917578
Shiitake Mushroom,ASTHENIA,16,0.213447012649703
"2-HYDROXY-N,N,N-TRIMETHYLETHANAMINIUM",FOREIGN BODY TRAUMA,38,0.213395294688577
ILEX PARAGUARIENSIS,ABDOMINAL DISCOMFORT,5,0.213104999560979
PASSIONFLOWER EXTRACT,TENDERNESS,3,0.212962185184766
"4-(1,3;1,4)-BETA-D-GLUCAN 4-GLUCANOHYDROLASE",BURNING SENSATION,7,0.212907968026128
Gelatin,RASH PRURITIC,4,0.212588701654905
ALL-TRANS-LYCOPENE,PAIN IN JAW,3,0.2116119797394
CALCAREA MURIATICA,RETCHING,12,0.211466980340039
LACTOBACILLUS DELBRUECKII SUBSP. BULGARICUS,SCAB,3,0.21097499858991
Potassium,ANGINA PECTORIS,5,0.210714282064627
Molybdenum,MYOCARDIAL INFARCTION,28,0.21044902814343
CALORIES,THIRST,3,0.210207253519489
HYDROXAGEN PLUS   <P CLASS='INDENT01B' DATA-INGID='15985'>GARCINIA CAMBOGIA EXTRACT(STANDARDIZED FOR 5% ROSAVINS);</P>,RENAL FAILURE,6,0.210041498093793
3-HYDROXY-5-(HYDROXYMETHYL)-2-METHYLISONICOTINALDEHYDE 5-PHOSPHATE,NEPHROLITHIASIS,4,0.209970983155651
Zinc,HAEMORRHAGE URINARY TRACT,7,0.20960522005608
GREEN TEA LEAF EXTRACT,HAEMATEMESIS,4,0.209210927621396
Resveratrol,HEART RATE IRREGULAR,7,0.208910717965469
3-PYRIDINECARBOXAMIDE,HYPOAESTHESIA ORAL,6,0.208720390073695
Zinc,BLOOD TESTOSTERONE DECREASED,5,0.208330481614481
Pantothenic Acid,PROSTATOMEGALY,24,0.207687477180551
Maritime Pine,HEART RATE IRREGULAR,6,0.207065576932038
American Ginseng,NAUSEA,13,0.207038605293075
HYDROXYTEA   <P CLASS='INDENT01B' DATA-INGID='16160'>GREEN TEA EXTRACT(STANDARDIZED FOR 5% GINGEROLS);</P><P CLASS='INDENT01B' DATA-INGID='8782'>RASPBERRY KETONE;</P><P CLASS='INDENT01B' DATA-INGID='18405'>QUERCETIN DIHYDRATE (AS FAVA D'ANTA);</P>,RENAL FAILURE,6,0.206743043653701
STEM BROMELAIN,ARTHRALGIA,6,0.205953580228783
BENTONITE,PHARYNGEAL OEDEMA,3,0.205762606564729
Maca,DYSPNOEA,15,0.205011973985261
Medium Chain Triglycerides (MCTs),HYPOAESTHESIA,9,0.204841333397292
Bear's Garlic,CHOKING,25,0.204698739686981
L-Arginine,RENAL FAILURE ACUTE,4,0.203937627877054
Vitamin B12,ALOPECIA,287,0.203584349434771
HYDROXYTEA   <P CLASS='INDENT01B' DATA-INGID='16160'>GREEN TEA EXTRACT(STANDARDIZED FOR 5% GINGEROLS);</P><P CLASS='INDENT01B' DATA-INGID='8782'>RASPBERRY KETONE;</P><P CLASS='INDENT01B' DATA-INGID='18405'>QUERCETIN DIHYDRATE (AS FAVA D'ANTA);</P>,INTERNATIONAL NORMALISED RATIO INCREASED,6,0.20342013414643
Riboflavin,HAIR GROWTH ABNORMAL,17,0.203408409604482
Molybdenum,PROSTATIC SPECIFIC ANTIGEN INCREASED,7,0.202738213553224
Potassium,JAUNDICE,42,0.202570818622112
Fenugreek,ABDOMINAL DISCOMFORT,5,0.201733227519785
Alpha-Alanine,MUSCLE SPASMS,3,0.201349654474391
Vitamin A,HAIR GROWTH ABNORMAL,16,0.200244758959122
Vitamin C,COELIAC DISEASE,30,0.200073384217095
Willow Bark,SKIN LESION,3,0.19967238276164
Wine,HYPERTHERMIA,3,0.19966282207136
Fructo-Oligosaccharides,SCAB,3,0.199601663403981
ALL-TRANS-BETA-CAROTENE,BURNING SENSATION,5,0.199544806389665
Chondroitin Sulfate,FAECES DISCOLOURED,6,0.199277956938795
AMLA FRUIT EXTRACT,MYOCARDIAL INFARCTION,3,0.199178421688072
Vitamin D,HAEMORRHAGE,110,0.19916255522414
Siberian Ginseng,BLOOD CREATININE INCREASED,6,0.198839608892434
CINNAMON BARK EXTRACT,HYPERHIDROSIS,3,0.198500599650043
BIFIDOBACTERIUM BIFIDUM,ALOPECIA,16,0.197948816535202
OTHER OMEGA-3 FATTY ACIDS,URTICARIA,3,0.197802571656581
Pantothenic Acid,CHOKING,229,0.197300394901092
Vitamin A,ALOPECIA,177,0.197027823258629
LACTOBACILLUS GASSERI,SCAB,3,0.19699512392237
GINGER ROOT EXTRACT,JAUNDICE,7,0.196687573154805
Rhodiola,URTICARIA,11,0.196166520174696
Molybdenum,BLOOD PRESSURE FLUCTUATION,9,0.196022495829276
PIPER NIGRUM,RHABDOMYOLYSIS,4,0.195614592925555
MAGNOLIA OFFICINALIS,DIZZINESS,8,0.194961684920533
PHOSPHORE,EYE HAEMORRHAGE,3,0.194617869686527
D-GLUCURONO-GAMMA-LACTONE,HYPERHIDROSIS,3,0.194201396134788
Folic Acid,ALOPECIA,232,0.194107026758272
Chromium,CEREBROVASCULAR ACCIDENT,49,0.193904202937046
Oats,DIARRHOEA,13,0.193421250335328
American Ginseng,DIZZINESS,10,0.192296522558422
Parsley,HEPATIC FUNCTION ABNORMAL,3,0.192250444807606
Wine,CHEST DISCOMFORT,11,0.191828709870672
MIXED TOCOPHEROLS CONCENTRATE,FOREIGN BODY TRAUMA,13,0.191730080418405
HYDROXAGEN PLUS   <P CLASS='INDENT01B' DATA-INGID='15985'>GARCINIA CAMBOGIA EXTRACT(STANDARDIZED FOR 5% ROSAVINS);</P>,INTERNATIONAL NORMALISED RATIO INCREASED,6,0.191693170397567
Vitamin E,HAIR DISORDER,25,0.191498334215798
Neem,HYPERSENSITIVITY,3,0.191363525103113
Potassium,BLOOD ALKALINE PHOSPHATASE INCREASED,20,0.191295339892836
Pumpkin,INTERNATIONAL NORMALISED RATIO INCREASED,4,0.190514435176765
Goldenseal,SKIN DISCOLOURATION,3,0.190071248267681
CAPSICUM ANNUUM VAR. ANNUUM,PANCREATITIS,3,0.189931258833166
Caffeine,HAEMORRHAGIC STROKE,3,0.189662498130249
PERILLA FRUTESCENS,ACNE,3,0.188856316067036
NIACINAMIDE,WOUND,11,0.18820964142013
WITHANIA SOMNIFERA,BLOOD ELECTROLYTES DECREASED,3,0.187264806016362
Boron,NEPHROLITHIASIS,8,0.187237665973797
LACTOBACILLUS GASSERI KS-13,FLATULENCE,3,0.187200564142945
LACTOBACILLUS PLANTARUM,DIARRHOEA,27,0.186802665700693
"3,3',4',5,7-PENTAHYDROXYFLAVONE-3-RUTINOSIDE",COELIAC DISEASE,8,0.186737621103045
Phosphatidylserine,VISION BLURRED,5,0.185833252093261
SUPER HD NOOTROPIC & CNS SUPPORT BLEND:,DYSPNOEA,5,0.185825855456488
Cassia Cinnamon,BLOOD CREATINE PHOSPHOKINASE INCREASED,5,0.18578544770619
Pumpkin,INTERNATIONAL NORMALISED RATIO DECREASED,3,0.185720106229709
Chondroitin Sulfate,ANOREXIA,5,0.185442042930481
BLACK TEA LEAF EXTRACT,JAUNDICE,7,0.185301423746303
HERBALIFE PROPRIETARY BLEND,HEPATIC ENZYME INCREASED,4,0.185213681103245
Chromium,DYSURIA,28,0.185028059669332
SODIUM,ABDOMINAL PAIN,21,0.185010022311893
Glycine,HEPATOMEGALY,3,0.184988939598834
CALCAREA MURIATICA,ALOPECIA,73,0.1848417463193
UBIDECARENONE,OBSTRUCTIVE AIRWAYS DISORDER,4,0.183908812300978
N-(AMINOIMINOMETHYL)-N-METHYLGLYCINE MONOHYDRATE,LIVER INJURY,4,0.183552407574303
Green Coffee,FATIGUE,20,0.181846158112812
POMEGRANATE RIND EXTRACT,ABDOMINAL PAIN,13,0.181844644487259
DRIED PINE BARK EXTRACT,ABDOMINAL PAIN,13,0.18145931132124
Cassia Cinnamon,INFLUENZA,3,0.181061093164637
Potassium,MUSCLE FATIGUE,4,0.180963536084855
D-GLUCURONO-GAMMA-LACTONE,CONVULSION,3,0.180822543675218
CRATAEGUS LAEVIGATA,ACNE,5,0.180819326277134
CALCIUM-POTASSIUM SALT OF (-)-HYDROXYCITRIC ACID,PANCREATITIS,3,0.180032659578992
Coffee,DIZZINESS,23,0.179498383363205
Caffeine,PALPITATIONS,23,0.17940628907489
Chromium,GASTRIC HAEMORRHAGE,8,0.179346816606717
MAGNOLIA OFFICINALIS,VISION BLURRED,4,0.178758245153026
BIFIDOBACTERIUM LONGUM MM-2,FLATULENCE,3,0.178465777031622
Coffee,NAUSEA,31,0.177912224051119
APIS MELLIFERA,PANCREATITIS,3,0.177509641169644
CINNAMOMUM ZEYLANICUM,URTICARIA,7,0.177370132010256
Androstenedione,HAIR DISORDER,9,0.177016288618583
Irvingia gabonensis,HALLUCINATION,4,0.176860292222132
B VITAMIN BLEND,DYSPNOEA,5,0.176747785542966
SUPER HD THERMOSCULPTING BLEND,DYSPNOEA,5,0.176740595859832
Yucca,LOSS OF CONSCIOUSNESS,5,0.176618970059114
EXCLUSIVE BLEND,DIZZINESS,6,0.176562888074175
SLIMPRO,DYSPNOEA,5,0.176518616153103
OMEGA-3 OTHER,CHOKING,3,0.176457985104716
Cassia Cinnamon,ABDOMINAL DISCOMFORT,8,0.176379673084168
Bacopa,VOMITING,7,0.176296799104627
Oolong Tea,BLOOD BILIRUBIN INCREASED,17,0.176257612587309
Zinc,CEREBROVASCULAR ACCIDENT,55,0.176126621647398
BRASSICA OLERACEA VAR. ITALICA,CHOKING,52,0.175750906228918
VEGETASE,HEPATIC ENZYME INCREASED,4,0.175740207167324
Histidine,VOMITING,6,0.175454944153061
Black Cohosh,HEPATIC STEATOSIS,3,0.175411232214814
Silicon,SCROTAL SWELLING,3,0.175094908203197
Glucosamine Hydrochloride,CHOKING,16,0.173903966321477
Irvingia gabonensis,LIVER FUNCTION TEST ABNORMAL,8,0.173766625603907
CALCIUM FRUCTOBORATE,DIARRHOEA,4,0.173640545424352
PROTEIN,THROAT IRRITATION,4,0.173554654868908
BIFIDOBACTERIUM LACTIS,DIARRHOEA,5,0.173541876472088
Wheat Bran,ABDOMINAL PAIN,14,0.173490149052961
Siberian Ginseng,LOSS OF CONSCIOUSNESS,22,0.172353294305646
GREEN TEA LEAF EXTRACT,HEART RATE IRREGULAR,5,0.172256863272628
BIFIDOBACTERIUM BIFIDUM G9-1,FLATULENCE,3,0.171840355203979
Caffeine,EMOTIONAL DISTRESS,6,0.171558309489535
Safflower,NEPHROLITHIASIS,4,0.171475273100503
RAUWOLFIA VOMITORIA ROOT BARK EXTRACT,DYSPNOEA,5,0.171158706970475
Bear's Garlic,COELIAC DISEASE,6,0.170972156864338
Caffeine,OVERDOSE,4,0.170905767417308
Irvingia gabonensis,IRRITABILITY,4,0.170789417847701
Caffeine,ELECTROCARDIOGRAM ABNORMAL,6,0.17047678531427
Vitex agnus-castus,LIVER FUNCTION TEST ABNORMAL,4,0.169297884805786
Androstenedione,CHOKING,51,0.169165615752925
SUPER HD THERMOSCULPTING(TM) BLEND,DYSPNOEA,5,0.169065621079657
Androstenedione,SKIN EXFOLIATION,12,0.168754041312985
Zizyphus,VISION BLURRED,4,0.168545411975931
Manganese,ALOPECIA,233,0.168423361397007
Caffeine,ANXIETY,19,0.168366242429178
LACTOBACILLUS SALIVARIUS,SCAB,3,0.168025170581326
Vitamin B12,HAIR GROWTH ABNORMAL,23,0.166896119470378
RHODIOLA ROOT EXTRACT,EAR INFECTION,3,0.166342455766966
Biotin,RASH ERYTHEMATOUS,19,0.165995714035835
Capsicum,ASPARTATE AMINOTRANSFERASE INCREASED,12,0.165865840160303
Molybdenum,GASTROINTESTINAL HAEMORRHAGE,8,0.16568258755245
Vitamin E,SKIN EXFOLIATION,35,0.165518042147482
RHODIOLA ROOT EXTRACT,ABDOMINAL PAIN,13,0.165443310190144
MIXED TOCOPHEROLS CONCENTRATE,LOSS OF CONSCIOUSNESS,18,0.165196660078704
Milk Thistle,FOREIGN BODY,12,0.165046925292489
Tyrosine,CARDIAC ARREST,4,0.164968738171598
Potassium,LIVER FUNCTION TEST ABNORMAL,34,0.164667431413264
PHOSPHORE,CHOKING,9,0.164385404541703
Vitamin D,HAEMATOSPERMIA,10,0.163985807756927
Zinc,HOSPITALISATION,28,0.163960442185443
SIMPRO(R),DYSPNOEA,5,0.163746769341213
Wild Yam,NEPHROLITHIASIS,4,0.163397206787555
L-THREONINE,VOMITING,6,0.16338819835287
Chromium,MYOCARDIAL INFARCTION,40,0.163301247757623
Silicon,NEPHROLITHIASIS,7,0.162895336616942
EVODIA RUTAECARPA FRUIT EXTRACT,DYSPNOEA,5,0.162367757858747
PHOSPHATIDYLSERINE-ENRICHED SOY LECITHIN,TRICHORRHEXIS,4,0.16231371527681
Policosanol,FACE OEDEMA,3,0.161769367669766
(BETA-HYDROXYETHYL)TRIMETHYLAMMONIUM,BURNING SENSATION,21,0.161754800500345
Potassium,RENAL DISORDER,13,0.161560210278769
Passion Flower,IRRITABILITY,3,0.161517551411956
Chromium,URINARY TRACT INFECTION,26,0.161368405955253
HYDROXYTEA   <P CLASS='INDENT01B' DATA-INGID='16160'>GREEN TEA EXTRACT(STANDARDIZED FOR 5% GINGEROLS);</P><P CLASS='INDENT01B' DATA-INGID='8782'>RASPBERRY KETONE;</P><P CLASS='INDENT01B' DATA-INGID='18405'>QUERCETIN DIHYDRATE (AS FAVA D'ANTA);</P>,PROTHROMBIN TIME PROLONGED,3,0.160910728165776
SUPERHD SENSORY IMPACT BLEND,DYSPNOEA,5,0.160249732990193
BRASSICA OLERACEA VAR. ITALICA,HAIR DISORDER,9,0.160161693548215
LACTOBACILLUS ACIDOPHILUS,ABDOMINAL DISTENSION,12,0.159981260546011
Olive,ABDOMINAL DISCOMFORT,6,0.159351709988944
Caffeine,PULSE ABSENT,3,0.158935932146331
FISH OIL,DYSSTASIA,7,0.158690378047196
Indole-3-Carbinol,BURNING SENSATION,3,0.158081147971753
Capsicum,ALANINE AMINOTRANSFERASE INCREASED,12,0.157979905813105
Potassium,POSTMENOPAUSAL HAEMORRHAGE,3,0.157749120690731
Maritime Pine,CHOLECYSTITIS,3,0.157649871695363
Melatonin,NIGHTMARE,3,0.157422275374422
POMEGRANATE RIND EXTRACT,EAR INFECTION,3,0.156893850293959
Rhodiola,PALPITATIONS,9,0.156612159791775
FOENICULUM VULGARE. SUBSP. VULGARE VAR. DULCE,VOMITING,6,0.156319064716561
Siberian Ginseng,DIZZINESS,39,0.156210787345993
Spinach,DIARRHOEA,11,0.155686915685837
FREE PLANT STEROLS,CONSTIPATION,15,0.155650266228037
Poria Mushroom,VISION BLURRED,4,0.155226986782017
Vitamin D,PROSTATOMEGALY,25,0.154903591916742
"2,5-CYCLOHEXADIENE-1,4-DIONE, 2-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-DECAMETHYL-2,6,10,14,18,22,26,30,34,38-TETRACONTADECAENYL]-5,6-DIMETHOXY-3-METHYL",INFLUENZA LIKE ILLNESS,6,0.154863381817923
DRIED PINE BARK EXTRACT,EAR INFECTION,3,0.153463373283247
CALORIES,CHEST PAIN,18,0.152988030709718
CALCIUM/POTASSIUM SALT OF HYDROXYCITRIC ACID,PANCREATITIS,3,0.152809900423383
Oolong Tea,CHOLECYSTITIS,4,0.152675441563736
FREE PLANT STEROLS,HYPERTENSION,14,0.152607860628425
BRASSICA OLERACEA VAR. ITALICA,SKIN EXFOLIATION,12,0.15238986756694
BLACK TEA LEAF EXTRACT,CHROMATURIA,5,0.152179187201192
Taurine,VITAMIN B12 INCREASED,3,0.152055878622936
POMEGRANATE FRUIT EXTRACT,JAUNDICE,4,0.152014486012477
"RIBO-2,3,4,5-TETRAHYDROXYVALERALDEHYDE, D-",PANCREATITIS,3,0.150770675592144
Hyaluronic Acid,BLOOD BILIRUBIN INCREASED,5,0.150701245897885
Cocoa,BLOOD SODIUM DECREASED,3,0.150608732820007
Potassium,ELEVATED MOOD,3,0.150567062249681
Molybdenum,PROSTATE CANCER,9,0.150223121102249
Vitamin E,HAIR TEXTURE ABNORMAL,39,0.149883288419406
PHOSPHATIDYLCHOLINE,HYPOAESTHESIA,10,0.149497680920821
Maca,CYSTITIS,3,0.149459807260953
FISH OIL,LIP SWELLING,28,0.149082840272907
HYDROXAGEN PLUS   <P CLASS='INDENT01B' DATA-INGID='15985'>GARCINIA CAMBOGIA EXTRACT(STANDARDIZED FOR 5% ROSAVINS);</P>,HEPATIC STEATOSIS,4,0.148641901434862
CALORIES,CONSTIPATION,12,0.148604432687555
STEM BROMELAIN,ANOREXIA,4,0.147939476331835
Vitamin E,DRY EYE,6,0.147884231662117
Phenylalanine,HEART RATE INCREASED,8,0.147884121211404
PTEROCARPUS MARSUPIUM,HYPERHIDROSIS,4,0.147669281627399
SPINACH LEAF POWDER,HEPATIC ENZYME INCREASED,4,0.147638896887999
