product,adverse_event,count,ROR05
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,FOREIGN BODY TRAUMA,16,1.63999371224434
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,REGURGITATION,4,2.85570204714623
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,RETCHING,8,1.67032760020566
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,FOREIGN BODY,7,1.30147259623466
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,THROAT IRRITATION,7,1.24608868223976
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,OROPHARYNGEAL PAIN,6,1.34287486427493
CITRACAL PETITES (CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,22,2.6865141068248
CITRACAL PETITES (CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,DYSPHAGIA,10,2.05982559343051
CITRACAL PETITES (CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,FOREIGN BODY,3,1.56197067731386
CITRACAL PETITES CHOLECALCIFEROL  CALCIUM CITRATE FILM COATED TABLET,CHOKING,6,2.10591073483291
CITRACAL PETITES CHOLECALCIFEROL + CALCIUM CITRATE FILM COATED TABLET,CHOKING,6,1.68126235014231
CITRACAL PETITES CHOLECALCIFEROL + CALCIUM CITRATE FILM-COATED TABLET,CHOKING,13,1.94474049495028
CITRACAL PETITES CHOLECALCIFEROL + CALCIUM CITRATE FILM-COATED TABLET,FOREIGN BODY,3,1.66581830281855
CITRACAL PETITES CHOLECALCIFEROL CALCIUM CITRATE FILM COATED TABLET,CHOKING,5,2.62378543463602
CITRACAL PETITES CHOLECALCIFEROL PLUS CALCIUM CITRATE FILM COATED TABLET,FOREIGN BODY TRAUMA,6,3.07363977875826
CITRACAL PETITES CHOLECALCIFEROL PLUS CALCIUM CITRATE FILM COATED TABLET,CHOKING,8,2.39184488537005
CITRACAL PETITES FILM-COATED TABLET,FOREIGN BODY,4,2.67180046515078
CITRACAL PETITES FILM-COATED TABLET,CHOKING,6,1.34227532675876
CITRACAL PETITES FILM-COATED TABLET,DYSPHAGIA,4,1.33271319176415
CITRACAL PETITES(CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,12,2.40934911684016
CITRACAL PETITES(CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,FOREIGN BODY,3,2.13102719838301
CITRACAL PETITES(CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,DYSPHAGIA,5,1.61361912156688
CITRACAL PLUS (CALCIUM CARBONATE + VITAMIN D),CHOKING,3,1.60176759846217
"CITRACAL PLUS BONE DENSITY BUILDER (CALCIUM CARBONATE, CALCIUM CITRATE, MINERALS, GENESTEIN) FILM-COATED TABLET",DRUG DEPENDENCE,3,4.40456541820973
"CITRACAL PLUS MAGNESIUM (CALCIUM CITRATE, VITAMIN D, MINERALS) FILM-COATED TABLET",CHOKING,6,2.53993675954774
"CITRACAL PLUS MAGNESIUM (CALCIUM CITRATE, VITAMIN D, MINERALS) FILM-COATED TABLET",DYSPHAGIA,3,1.87511539617998
CITRACAL PLUS MAGNESIUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,3,1.60176759846217
CITRACAL REGULAR (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,4,1.75598752740399
CITRICAL,HAIR TEXTURE ABNORMAL,3,5.07313643689107
CLEANSE FOR LIFE LIQUID,PANCREATITIS,3,3.30590929583165
CLEANSE FOR LIFE POWDER,DIZZINESS,3,1.52142189846341
CO-Q10,LOSS OF CONSCIOUSNESS,4,1.11600306406131
COD LIVER OIL,ALOPECIA,8,0.839418793748685
COD LIVER OIL,THROAT TIGHTNESS,4,1.13201328698925
COLON 700,DYSPNOEA,3,1.70388906604137
CONGAPLES,BLOOD ALKALINE PHOSPHATASE INCREASED,4,3.49443714244874
COQ10,ALOPECIA,21,0.849387306672631
COQ10,ACNE,5,1.68459548553526
COQ1O,ALOPECIA,7,3.96428127796823
CORTISLIM,HOSPITALISATION,5,3.18730997019227
CRANBERRY,URINARY TRACT INFECTION,4,1.55755609871146
CREATINE,BLOOD CREATINE PHOSPHOKINASE INCREASED,4,2.72662995706569
CREATINE,MYALGIA,3,1.40255315200549
CULTURELLE DIGESTIVE HEALTH CAPSULES,BODY TEMPERATURE INCREASED,3,1.64054987728254
CURAMIN,HEPATIC ENZYME INCREASED,3,3.14297880446891
CYLARIS,JAUNDICE,3,2.89243995396113
CYSREPLETE DIETARY SUPPLEMENT,HYPOAESTHESIA,3,2.68701531392096
D3,ALOPECIA,8,1.45180039729773
DAILY MULTI VITAMIN,ALOPECIA,3,1.50560785383756
DAILY MULTI VITAMIN,PRURITUS,3,1.43494907759201
DAILY MULTIVITAMIN,HAIR TEXTURE ABNORMAL,3,2.69388844837853
DAILY MULTIVITAMIN,ALOPECIA,8,1.62511388827182
DAILY MULTIVITAMIN,PALPITATIONS,4,1.21370885246145
DAILY VITAMIN,ALOPECIA,12,1.90833966560426
DAILY VITAMINS,ALOPECIA,4,1.83156113166812
DANDELION ROOT,BLOOD SODIUM DECREASED,3,4.0370035471053
DERMASILK ANTI WRINKLE SUPPLEMENT,SKIN DISORDER,3,5.54726396115488
DHEA 25,ALOPECIA,3,2.52556522210981
DOCTOR'S BEST RED YEAST RICE,PAIN,3,2.12026040521196
DR.S BEST RED YEAST RICE,THYROID FUNCTION TEST ABNORMAL,16,5.4111611737805
DR.S BEST RED YEAST RICE,BLOOD CHOLESTEROL INCREASED,16,4.31966813909068
DR.S BEST RED YEAST RICE,MYALGIA,16,3.6206001416812
DR.S BEST RED YEAST RICE,MUSCLE SPASMS,16,3.30026002193659
DR.S BEST RED YEAST RICE,LIVER FUNCTION TEST ABNORMAL,16,3.00325120372648
DR.S BEST RED YEAST RICE,MALAISE,16,2.19589594428373
DR.S BEST RED YEAST RICE,FATIGUE,16,2.08420533864174
DUAL ACTION CLEANSE TOTAL BODY PURIFIER,ABDOMINAL DISTENSION,3,1.61980647973665
ELDERBERRY,ALOPECIA,3,2.86751558909019
EMERGEN-C,CHOKING SENSATION,3,2.80906151901311
EMERGEN-C,COUGH,5,2.0105312557211
EMERGEN-C,COELIAC DISEASE,3,1.72917235965774
"EMERGEN-C (ASCORBIC ACID, B-COMPLEX, ELECTROLYTE, MULTIMINERAL, MULTIVIT, ZINC) POWDER FOR ORAL SOLUTION",COELIAC DISEASE,7,1.96572535818339
"EMERGEN-C (ASCORBIC ACID, B-COMPLEX, ELECTROLYTE, MULTIMINERAL, MULTIVIT, ZINC) POWDER FOR ORAL SOLUTION",OEDEMA MOUTH,3,2.72213767994811
"EMERGEN-C (ASCORBIC ACID, B-COMPLEX, ELECTROLYTE, MULTIMINERAL, MULTIVIT, ZINC) POWDER FOR ORAL SOLUTION",CHOKING SENSATION,3,1.78366695936768
"EMERGEN-C (ASCORBIC ACID, B-COMPLEX, ELECTROLYTE, MULTIMINERAL, MULTIVIT, ZINC) POWDER FOR ORAL SOLUTION",NEPHROLITHIASIS,4,1.31876871705361
"EMERGEN-C (ASCORBIC ACID, B-COMPLEX, ELECTROLYTE, MULTIMINERAL, MULTIVIT, ZINC) POWDER FOR ORAL SOLUTION",CONDITION AGGRAVATED,3,1.33151171133104
"EMERGEN-C (ASCORBIC ACID, B-COMPLEX, ELECTROLYTE, MULTIMINERAL, MULTIVIT, ZINC) POWDER FOR ORAL SOLUTION",COUGH,5,0.969443245064894
"EMERGEN-C (ASCORBIC ACID, B-COMPLEX, ELECTROLYTE, MULTIMINERALS, MULTIVIT, ZINC) POWDER FOR ORAL SOLUTION",COUGH,6,3.87017139766114
"EMERGEN-C (ASCORBIC ACID, B-COMPLEX, ELECTROLYTE, MULTIMINERALS, MULTIVIT, ZINC) POWDER FOR ORAL SOLUTION",CHOKING,6,2.02140871432416
EMERGEN-C ASCORBIC ACID B-COMPLEX ELECTROLYTE MULTIMINERAL MULTIVITAMIN ZINC POWDER FOR ORAL SOLUTION,CHOKING SENSATION,3,3.21709337618534
EMERGEN-C ASCORBIC ACID B-COMPLEX ELECTROLYTE MULTIMINERAL MULTIVITAMIN ZINC POWDER FOR ORAL SOLUTION,COUGH,3,1.62642545356128
ENDLESS YOUTH DIETARY SUPPLEMENT 30 DAY KIT,URTICARIA,3,1.98822767581415
ENDLESS YOUTH VITAMIN SUPPLEMENT,ERYTHEMA,3,1.46909893728092
ENDLESS YOUTH VITAMIN SUPPLEMENT,SWELLING,3,1.2886150095328
ENDOMUNE ADVANCED PROBIOTIC ADULT AND JR BOTTLES,CONSTIPATION,3,2.81153364014216
ENZYMATIC THERAPY EPHEDRA,CARDIAC FIBRILLATION,3,5.33610817104746
ENZYMATIC THERAPY EPHEDRA,EMERGENCY CARE EXAMINATION,3,4.89661549058505
ENZYMATIC THERAPY EPHEDRA,PHYSICAL EXAMINATION,3,4.40315455647208
ENZYMATIC THERAPY EPHEDRA,HEART RATE INCREASED,5,2.61007771700127
ENZYMATIC THERAPY EPHEDRA,PALPITATIONS,3,2.1761533037451
EPHEDRA,PALPITATIONS,3,2.29587909328492
EQUATE MULTIVITAMIN,BLOOD BILIRUBIN INCREASED,6,2.54386930578955
EQUATE MULTIVITAMIN,ASPARTATE AMINOTRANSFERASE INCREASED,6,2.38719809601879
EQUATE MULTIVITAMIN,ALANINE AMINOTRANSFERASE INCREASED,6,2.35838734599998
EQUATE MULTIVITAMIN,INTERNATIONAL NORMALISED RATIO INCREASED,3,2.43325834338662
EQUATE MULTIVITAMIN,HEPATIC ENZYME INCREASED,4,1.81840757907051
ESTER-C 1000MG COATED TABLETS,CHOKING,3,1.4648843201405
ESTER-C 24 HOUR IMMUNE SUPPORT 1000MG COATED TABLETS,OROPHARYNGEAL PAIN,5,3.41615000389137
ESTER-C 24 HOUR IMMUNE SUPPORT 1000MG COATED TABLETS,FOREIGN BODY,5,3.15687914205268
ESTER-C 24 HOUR IMMUNE SUPPORT 1000MG COATED TABLETS,DYSPHAGIA,4,1.45551950353792
EVENING PRIMROSE OIL,FATIGUE,5,0.926893631739058
FIBER CHOICE CHROMIUM PICOLINATE + INULIN,CHEST DISCOMFORT,4,3.33526329261981
FIBER PILLS,BLOOD BILIRUBIN INCREASED,3,2.72774788811881
FIBERZON,DRY MOUTH,5,4.52636872136296
FIBERZON,MENTAL IMPAIRMENT,4,4.8416940417323
FIBERZON,HALLUCINATION,5,4.3690883217177
FIBERZON,TACHYCARDIA,4,3.40303216289383
FIBERZON,ANXIETY,5,2.65628204220329
FINEST NUTRITION BIOTIN,ALOPECIA,3,3.3034272789593
FINEST NUTRITION FLAXSEED OIL SOFT GELS (1300 MG),ALOPECIA,3,3.3034272789593
FISH OIL,ALOPECIA,80,0.742026410884519
FISH OIL,HAIR TEXTURE ABNORMAL,11,0.91379462622602
FISH OIL,BIOPSY KIDNEY ABNORMAL,3,1.53825971930659
FISH OIL,DYSGEUSIA,16,0.570948434828864
FISH OIL (FISH OIL),CHOKING,13,2.3336381970417
FISH OIL (FISH OIL),FOREIGN BODY TRAUMA,5,2.00754455979539
FISH OIL 1200MG,PLATELET COUNT DECREASED,4,4.74310985654395
FISH OIL 1200MG,BLOOD BILIRUBIN INCREASED,5,3.28400856790653
FISH OIL FISH OIL,CHOKING,4,1.46822221404475
FLAX SEED OIL,BLOOD POTASSIUM DECREASED,3,1.27667245225314
FLAXSEED OIL,BLOOD SODIUM DECREASED,3,1.86187064386901
FLEX FITNESS PRODUCTS FLEX F.P. WOLVERINE XTREME,HEPATIC ENZYME INCREASED,3,3.95944253028818
FLEXIUM SAM-E,HYPERSENSITIVITY,3,2.11294772974509
FLINSTONES COMPLETE (MULTIVITAMINS) CHEWABLE TABLET,DRUG DEPENDENCE,6,4.88819615375783
FLINSTONES COMPLETE (MULTIVITAMINS) CHEWABLE TABLET,DEPENDENCE,5,4.86100084359573
FLINSTONES COMPLETE MULTIVITAMINS CHEWABLE TABLET,OVERDOSE,5,5.15083079928285
FLINSTONES COMPLETE MULTIVITAMINS CHEWABLE TABLET,DRUG DEPENDENCE,3,3.99127916369243
FLINSTONES GUMMIES (MULTIVITAMINS),DEPENDENCE,3,4.20857768483771
FLINSTONES GUMMIES MULTIVITAMINS,DEPENDENCE,3,5.2298874414302
FLINTSTONES COMPLETE,DRUG EXPOSURE DURING PREGNANCY,4,4.84823661336642
FLINTSTONES COMPLETE,PREMATURE LABOUR,3,5.21105889561728
FLINTSTONES COMPLETE,DRUG DEPENDENCE,3,2.77536646212921
FLINTSTONES COMPLETE (MULTIVITAMINS + MINERALS) CHEWABLE TABLET,ACCIDENTAL DRUG INTAKE BY CHILD,4,4.79458401693003
FLINTSTONES COMPLETE (MULTIVITAMINS + MINERALS) CHEWABLE TABLET,FAILURE OF CHILD RESISTANT MECHANISM FOR PHARMACEUTICAL PRODUCT,3,5.99819069517481
FLINTSTONES COMPLETE (MULTIVITAMINS + MINERALS) CHEWABLE TABLET,GLOSSODYNIA,3,3.2483484756457
FLINTSTONES COMPLETE (MULTIVITAMINS) CHEWABLE TABLET,DRUG DEPENDENCE,13,4.82750842662962
FLINTSTONES COMPLETE (MULTIVITAMINS) CHEWABLE TABLET,SUICIDE ATTEMPT,6,5.46630556323935
FLINTSTONES COMPLETE (MULTIVITAMINS) CHEWABLE TABLET,DEPENDENCE,6,3.95158219803666
FLINTSTONES COMPLETE MULTIVITAMINS + MINERALS CHEWABLE TABLET,ACCIDENTAL DRUG INTAKE BY CHILD,3,5.23266794959595
FLINTSTONES COMPLETE MULTIVITAMINS + MINERALS CHEWABLE TABLET,DRUG EXPOSURE DURING PREGNANCY,3,4.95014500702811
FLINTSTONES COMPLETE MULTIVITAMINS CHEWABLE TABLET,DRUG DEPENDENCE,15,4.95173015467614
FLINTSTONES COMPLETE MULTIVITAMINS CHEWABLE TABLET,DEPENDENCE,12,4.9002990467845
FLINTSTONES COMPLETE MULTIVITAMINS CHEWABLE TABLET,GASTRIC LAVAGE,3,5.29182711483754
FLINTSTONES COMPLETE MULTIVITAMINS CHEWABLE TABLET,OVERDOSE,3,2.81647831429882
FLINTSTONES COMPLETE MULTIVITAMINS CHEWABLE TABLET,STOMACH DISCOMFORT,3,2.35603904066059
FLINTSTONES COMPLETE MULTIVITAMINS CHEWABLE TABLET,HOSPITALISATION,3,1.90974947004325
FLINTSTONES COMPLETE VITAMINS,PREMATURE BABY,3,5.60122685577399
FLINTSTONES GUMMIES,DRUG DEPENDENCE,3,2.91930171553907
FLINTSTONES GUMMIES (MULTIVITAMINS),DEPENDENCE,12,6.0877708871406
FLINTSTONES GUMMIES (MULTIVITAMINS),DRUG DEPENDENCE,9,5.29582207156545
"FLINTSTONES GUMMIES (MULTIVITAMINS, MINERALS, CHOLINE)",ACCIDENTAL OVERDOSE,3,5.57734411584657
FLINTSTONES GUMMIES MULTIVITAMINS,DRUG DEPENDENCE,7,5.14776607203009
FLINTSTONES GUMMIES MULTIVITAMINS,DEPENDENCE,6,5.16433868946967
FLINTSTONES GUMMIES MULTIVITAMINS,DRUG ABUSER,3,6.24009378054043
FLINTSTONES GUMMIES MULTIVITAMINS ORAL DROPS,DEPENDENCE,3,4.86363361228948
FLINTSTONES GUMMIES MULTIVITAMINS ORAL DROPS,DRUG DEPENDENCE,3,4.59122767768852
FLINTSTONES MULTIVITAMINS,DRUG DEPENDENCE,3,4.17680584903535
FLINTSTONES UNKNOWN MULTIVITAMINS,DRUG DEPENDENCE,3,5.11516658699435
FLINTSTONES WITH IRON (MULTIVITAMINS + IRON) CHEWABLE TABLET,ACCIDENTAL DRUG INTAKE BY CHILD,5,8.33907464156681
FLINTSTONES WITH IRON MULTIVITAMINS + IRON CHEWABLE TABLET,ACCIDENTAL DRUG INTAKE BY CHILD,3,6.71202078580857
FLORAFIBER,SYNCOPE,3,1.87325607175363
FLOYD NUTRITION SLIM TRIM U,INSOMNIA,4,1.84169128265379
FOLIC ACID,SCAB,3,1.2193204333822
FOLIC ACID,BLOOD ELECTROLYTES DECREASED,3,1.18324297233873
FRUTA PLANTA,INSOMNIA,5,1.79466323159321
FRUTA PLANTA,TACHYCARDIA,3,1.85150931957156
FRUTA PLANTA,PALPITATIONS,4,1.21370885246145
GARCINIA CAMBOGIA,ASPARTATE AMINOTRANSFERASE INCREASED,10,1.88039818432949
GARCINIA CAMBOGIA,SOMNOLENCE,6,2.33344858706377
GARCINIA CAMBOGIA,ELEVATED MOOD,3,5.91112320413631
GARCINIA CAMBOGIA,ALANINE AMINOTRANSFERASE INCREASED,9,1.7066319672888
GARCINIA CAMBOGIA,DRUG-INDUCED LIVER INJURY,4,2.49061463510863
GARCINIA CAMBOGIA,BIOPSY LIVER ABNORMAL,3,2.79336998307757
GARCINIA CAMBOGIA,IRRITABILITY,4,2.39333592359
GARCINIA CAMBOGIA,LIPASE INCREASED,3,1.98910018707875
GARCINIA CAMBOGIA,PANCREATITIS,3,1.37789194086636
GARCINIA CAMBOGIA,BLOOD ALKALINE PHOSPHATASE INCREASED,4,1.19465007542958
GEL SLIM,HEART RATE INCREASED,3,2.16580002170274
GINKGO BILOBA,BLOOD BILIRUBIN INCREASED,7,1.68357328309941
GINKGO BILOBA,ASPARTATE AMINOTRANSFERASE INCREASED,7,1.52677799170217
GINKGO BILOBA,ALANINE AMINOTRANSFERASE INCREASED,7,1.49794645826494
GINKGO BILOBA,HEPATIC ENZYME INCREASED,6,1.35641821063062
GINKGO BILOBA,INTERNATIONAL NORMALISED RATIO INCREASED,3,1.38298342718158
GINKGO BILOBA,JAUNDICE,5,0.948678384695484
GLUCOSAMINE,CYSTITIS,4,1.75512113788787
GLUCOSAMINE,HAIR TEXTURE ABNORMAL,4,1.34641893470701
GLUCOSAMINE,POLLAKIURIA,4,1.31340987876248
GLUCOSAMINE,ANOREXIA,4,1.15366848653661
GLUCOSAMINE,BLOOD ALKALINE PHOSPHATASE INCREASED,6,0.839523341859564
GLUTATHIONE,HEART RATE INCREASED,3,1.50424400175034
GNC ARGINMAX FOR MEN (DIETARY SUPPLEMENT) CAPLET,CYSTITIS,3,4.40691200422574
GNC GOLDENSEAL ROOT,ANXIETY,3,3.68216019525319
GNC HERBAL PLUS WHOLE HERB FENUGREEK SUPPLEMENT 100 CAPSULES,FLATULENCE,3,4.0823818380322
GNC HERBAL PLUS WHOLE HERB FENUGREEK SUPPLEMENT 100 CAPSULES,HAEMATOCHEZIA,3,3.95993916460171
GNC L-CARNITINE 500,ANGINA PECTORIS,3,5.74486115901157
GNC MAGNESIUM 250,ANGINA PECTORIS,3,5.74486115901157
GNC MEGA MEN MULTIVITAMIN,DIZZINESS,5,2.02913055155132
GNC NIACIN 500MG,BURNING SENSATION,3,2.12277225402054
GNC PRO PERFORMANCE AMP AMPLIFIED MUSCLE INGNITER 4X,BLOOD CREATINE PHOSPHOKINASE INCREASED,3,4.48747103323718
GNC PRO PERFORMANCE AMP AMPLIFIED WHEYBOLIC EXTREME 60,LOSS OF CONSCIOUSNESS,3,1.37796494834638
GNC TOTAL LEAN LIQUID L-CARNITINE LIQUID,PARAESTHESIA,3,3.22089212016013
GO RUBY GO,CEREBROVASCULAR ACCIDENT,4,1.41870565736859
GO RUBY GO,BLOOD PRESSURE INCREASED,6,1.03871312920843
GO RUBY GO,BLOOD GLUCOSE INCREASED,3,1.43580190580963
GREEN TEA COMPLEX,PRURITUS,3,2.61248105629652
GREEN TEA ELIXIR,BLOOD PRESSURE INCREASED,3,2.02819793206262
GREEN TEA EXTRACT,BIOPSY LIVER ABNORMAL,3,4.15124467770048
GREEN TEA EXTRACT,BLOOD BILIRUBIN INCREASED,5,2.44190742284475
GREEN TEA EXTRACT,BLOOD ALKALINE PHOSPHATASE INCREASED,3,2.10695591431175
GREEN TEA FAT BURNER,CHROMATURIA,3,1.17148394648222
GUMMY VITAMINS,ALOPECIA,3,1.89175937778414
HAIR SKIN AND NAILS,ALOPECIA,6,2.39814737865522
HAIR SKIN NAIL SUPPLEMENT,ALOPECIA,5,2.88109010921191
HAIR SKIN NAILS,HAIR TEXTURE ABNORMAL,3,4.36285422219631
"HAIR, SKIN AND NAILS",BLOOD BILIRUBIN INCREASED,5,2.7768203310585
"HAIR, SKIN AND NAILS",ASPARTATE AMINOTRANSFERASE INCREASED,5,2.62027748677659
"HAIR, SKIN AND NAILS",ALANINE AMINOTRANSFERASE INCREASED,5,2.59148823234639
"HAIR, SKIN AND NAILS",HEPATIC ENZYME INCREASED,4,2.31689457267196
HEALTHY LIFE CHEMISTRY MULTIMINERALS,FATIGUE,3,1.43912078067959
HERBAL CLEANSE WITH CITRUS FIBER DRINK,BLOOD POTASSIUM DECREASED,3,1.55744521355919
HERBAL PLUS LIVE SUPPORT,JAUNDICE,3,2.35101443146038
HERBALIFE 21-DAY HERBAL CLEANSING PROGRAM AM TABLETS,ABDOMINAL PAIN,5,1.08185247999746
HERBALIFE 21-DAY HERBAL CLEANSING PROGRAM PM TABLETS,ABDOMINAL PAIN,5,1.22453691489361
HERBALIFE 21-DAY HERBAL CLEANSING PROGRAM PM TABLETS,CONSTIPATION,3,1.20000272625883
HERBALIFE AM HERBAL CLEANSING PROGRAM REPLENISHING FORMULA,HEPATIC ENZYME INCREASED,3,3.03501520692981
HERBALIFE CELL ACTIVATOR,CHOLECYSTITIS,3,2.30519939354697
HERBALIFE CELL ACTIVATOR,EAR INFECTION,3,2.03935254941302
HERBALIFE CELL ACTIVATOR,HEPATIC ENZYME INCREASED,9,0.78906303800544
HERBALIFE CELL ACTIVATOR,GALLBLADDER DISORDER,4,1.10139768445143
HERBALIFE CELL-U-LOSS,HAEMATEMESIS,3,1.32649341495651
HERBALIFE CELL-U-LOSS,HEPATIC ENZYME INCREASED,7,0.782299543372957
HERBALIFE FLORAFIBER,GALLBLADDER DISORDER,3,1.61202639142804
HERBALIFE FORMULA 2 MULTIVITAMIN COMPLEX,HEPATIC ENZYME INCREASED,5,1.36529712773316
HERBALIFE FORMULA 2 MULTIVITAMIN COMPLEX,HEPATITIS,3,1.57149326467456
HERBALIFE HERBAL ALOE CONCENTRATE MANGO,WEIGHT DECREASED,4,1.95938931715814
HERBALIFE HERBAL TEA CONCENTRATE RASPBERRY,ANXIETY,3,1.57590859892979
HERBALIFE JOINT SUPPORT,HEPATIC ENZYME INCREASED,3,1.67971371962571
HERBALIFE JOINT SUPPORT,JAUNDICE,3,1.53716381453381
HERBALIFE MULTIVITAMIN,JAUNDICE,3,1.67944601321575
HERBALIFE MULTIVITAMIN COMPLEX FORMULA 2,HEPATOMEGALY,3,1.77642644445564
HERBALIFE MULTIVITAMIN COMPLEX FORMULA 2,GASTRITIS,3,1.32923025330204
HERBALIFE THERMO-BOND,NERVOUSNESS,3,1.20184586148866
HERBALIFE TOTAL CONTROL,HAEMATEMESIS,3,1.44148031587343
HERBALIFE XTRA-CAL,JAUNDICE,3,1.74255171090559
HERBALIFE XTRA-CAL CALCIUM SUPPLEMENT,HEPATIC ENZYME INCREASED,3,3.03501520692981
HYDROXYCUT,HEPATIC FUNCTION ABNORMAL,10,2.1305479122721
HYDROXYCUT,HEPATOCELLULAR INJURY,9,2.01133263808592
HYDROXYCUT,JAUNDICE,23,1.23682964831372
HYDROXYCUT,BLOOD BILIRUBIN INCREASED,17,1.10873069257321
HYDROXYCUT,LIVER FUNCTION TEST ABNORMAL,18,1.04357581940245
HYDROXYCUT,CHROMATURIA,14,1.08033156033416
HYDROXYCUT,HYPERBILIRUBINAEMIA,3,2.46516231270473
HYDROXYCUT,FATIGUE,29,0.714852275565832
HYDROXYCUT,CARDIAC ENZYMES INCREASED,3,2.23911330099439
HYDROXYCUT,HEPATIC ENZYME INCREASED,16,0.923242846010064
HYDROXYCUT,PROTHROMBIN TIME PROLONGED,3,2.12451872955723
HYDROXYCUT,HEPATIC NECROSIS,5,1.56719157874203
HYDROXYCUT,BLOOD ALKALINE PHOSPHATASE INCREASED,11,1.01789894773988
HYDROXYCUT,ALANINE AMINOTRANSFERASE INCREASED,16,0.844191318551304
HYDROXYCUT,ASPARTATE AMINOTRANSFERASE INCREASED,15,0.790671783975448
HYDROXYCUT,FAECES PALE,5,1.37549065146975
HYDROXYCUT,HEPATITIS ACUTE,4,1.07388509807921
HYDROXYCUT (REGULAR),HEPATIC FAILURE,3,4.07757807418915
HYDROXYCUT 24,INJURY,5,3.06423336653935
HYDROXYCUT 24,EMOTIONAL DISTRESS,3,2.10092407058391
HYDROXYCUT 24,LIVER INJURY,3,1.87033456239925
HYDROXYCUT 24,ANXIETY,4,1.36183927699482
HYDROXYCUT 24 AM,ANXIETY,8,2.87913477888968
HYDROXYCUT 24 AM,DISCOMFORT,4,3.12184392530474
HYDROXYCUT 24 AM,INJURY,3,2.70973725776165
HYDROXYCUT 24 AM,FEAR,3,2.62947254313446
HYDROXYCUT 24 AM,NERVOUSNESS,3,2.33880255721762
HYDROXYCUT 24 PM,ANXIETY,8,2.87913477888968
HYDROXYCUT 24 PM,DISCOMFORT,4,3.12184392530474
HYDROXYCUT 24 PM,INJURY,3,2.70973725776165
HYDROXYCUT 24 PM,FEAR,3,2.62947254313446
HYDROXYCUT 24 PM,NERVOUSNESS,3,2.33880255721762
HYDROXYCUT CAFFEINE FREE CAPLETS,CARDIO-RESPIRATORY DISTRESS,3,3.71313530063929
HYDROXYCUT CAFFEINE FREE CAPLETS,LIVER FUNCTION TEST ABNORMAL,6,2.09661491212967
HYDROXYCUT CAFFEINE FREE CAPLETS,LIVER INJURY,4,2.19991574642251
HYDROXYCUT CAFFEINE FREE CAPLETS,INJURY,3,2.14670919294053
HYDROXYCUT CAFFEINE FREE CAPLETS,RENAL FAILURE,3,1.7822369871877
HYDROXYCUT CAFFEINE FREE CAPLETS,HYPERTENSION,4,1.50008302396718
HYDROXYCUT CAFFEINE-FREE CAPLETS,EMOTIONAL DISTRESS,11,2.69849825501773
HYDROXYCUT CAFFEINE-FREE CAPLETS,INJURY,9,2.59318967923554
HYDROXYCUT CAFFEINE-FREE CAPLETS,LIVER FUNCTION TEST ABNORMAL,12,1.86198881965891
HYDROXYCUT CAFFEINE-FREE CAPLETS,RHABDOMYOLYSIS,7,2.23537888609817
HYDROXYCUT CAFFEINE-FREE CAPLETS,ANXIETY,12,1.6123378992566
HYDROXYCUT CAFFEINE-FREE CAPLETS,HEPATIC STEATOSIS,4,1.72215091621157
HYDROXYCUT CAFFEINE-FREE CAPLETS,FAECES PALE,3,1.91093531611497
HYDROXYCUT CAFFEINE-FREE CAPLETS,RENAL FAILURE,5,1.39124466645263
HYDROXYCUT CAFFEINE-FREE CAPLETS,DISCOMFORT,4,1.37622302364549
HYDROXYCUT CAFFEINE-FREE CAPLETS,FEAR,4,1.34422944558149
HYDROXYCUT CAFFEINE-FREE CAPLETS,JAUNDICE,7,1.01057269676918
HYDROXYCUT CAFFEINE-FREE CAPLETS,PAIN,11,0.747359215984559
HYDROXYCUT CAFFEINE-FREE CAPLETS,HEPATIC FAILURE,3,1.35427805730151
HYDROXYCUT CAFFEINE-FREE CAPLETS,RENAL DISORDER,4,1.11718318129565
HYDROXYCUT CAFFEINE-FREE CAPLETS,NERVOUSNESS,4,1.05306059385439
HYDROXYCUT CAPSULES,INJURY,5,2.50558343128963
HYDROXYCUT CAPSULES,EMOTIONAL DISTRESS,5,2.33710635027259
HYDROXYCUT CAPSULES,HEPATIC FAILURE,3,2.09520561841908
HYDROXYCUT CAPSULES,LIVER INJURY,4,1.770152686181
