product,adverse_event,count,IC025
CENTRUM ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,11,1.45869225253837
CENTRUM ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,FOREIGN BODY TRAUMA,5,0.637354906028147
CENTRUM ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,RETCHING,3,0.188231667250746
CENTRUM ULTRA WOMENS MULTIVITAMINS MULTIMINERALS TABLET,CHOKING,3,0.327958151694189
"CENTRUM WOMEN UNDER 50 (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,21,1.7662668867693
"CENTRUM WOMEN UNDER 50 (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,11,1.37130708816428
"CENTRUM WOMEN UNDER 50 (MULTIMINERALS, MULTIVITAMINS) TABLET",RETCHING,5,0.982260597339968
"CENTRUM WOMEN UNDER 50 (MULTIMINERALS, MULTIVITAMINS) TABLET",THROAT IRRITATION,5,0.906513475013213
CENTRUM WOMEN UNDER 50 MULTIMINERALS MULTIVITAMIN,CHOKING,3,0.316897395424839
CENTRUM WOMEN UNDER 50 MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,9,1.58334657544437
CENTRUM WOMEN UNDER 50 MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,3,0.127024447747936
"CENTRUM WOMEN UNDER 50 MULTIMINERALS, MULTIVITAMINS TABLET",DYSPHAGIA,4,0.779372763190424
"CENTRUM WOMEN UNDER 50 MULTIMINERALS, MULTIVITAMINS TABLET",CHOKING,4,0.634917489303885
CERTIFIED ORGANIC JUICE CLEANSE GREENS (DIETARY SUPPLEMENT) POWDER,GASTRIC DISORDER,3,0.496416284633147
CHAPARRAL (LARREA TREDENTATA) 500MG,BLOOD ALKALINE PHOSPHATASE INCREASED,3,0.423115499897027
CHAPARRAL (LARREA TREDENTATA) 500MG,ASPARTATE AMINOTRANSFERASE INCREASED,3,0.348818114740551
CHAPARRAL (LARREA TREDENTATA) 500MG,ALANINE AMINOTRANSFERASE INCREASED,3,0.343563713064926
CHOLACOL,BLOOD ALKALINE PHOSPHATASE INCREASED,4,0.913748044215276
CHOLECALCIFEROL,HYPERCALCAEMIA,3,0.464874513705051
CHONDROITIN,ALOPECIA,4,0.310306605959792
CHROMIUM PICOLINATE,HYPOTENSION,3,0.197523734117076
CINNAMON,ALOPECIA,6,0.278625742478165
CITRACAL (CALCIUM CITRATE),FOREIGN BODY TRAUMA,4,0.0291553980533843
CITRACAL (CHOLECALCIFEROL + CALCIUM CITRATE) COATED TABLET,CHOKING,11,0.995280562655528
CITRACAL (CHOLECALCIFEROL + CALCIUM CITRATE) COATED TABLET,RETCHING,3,0.169489797258806
CITRACAL (CHOLECALCIFEROL+ CALCIUM CITRATE) COATED TABLET,CHOKING,6,0.355665754322076
CITRACAL CALCIUM + D SLOW RELEASE 1200,CHOKING,3,0.233444966150539
"CITRACAL CALCIUM + D SLOW RELEASE 1200 (CALCIUM CARBONATE, CALCIUM CITRATE, VITAMIN D, MAGNESIUM HYDROXIDE) FILM-COATED TABLET",CHOKING,11,1.46304874393018
"CITRACAL CALCIUM + D SLOW RELEASE 1200 (CALCIUM CARBONATE, CALCIUM CITRATE, VITAMIN D, MAGNESIUM HYDROXIDE) FILM-COATED TABLET",FOREIGN BODY TRAUMA,4,0.544804382243895
"CITRACAL CALCIUM + D3 GUMMIES (COLECALCIFEROL, TRICALCIUM PHOSPHATE)",CHOKING,3,0.116289670827339
"CITRACAL CALCIUM+ D SLOW RELEASE 1200 (CALCIUM CARBONATE, CALCIUM CITRATE, VITAMIN D, MAGNESIUM HYDROXIDE) FILM-COATED TABLET",CHOKING,4,0.550273777519682
"CITRACAL CALCIUM+ D SLOW RELEASE 1200(CALCIUM CARBONATE, CALCIUM CITRATE, VITAMIN D, MAGNESIUM HYDROXIDE) FILM-COATED TABLET",PAIN IN EXTREMITY,3,0.416024688939061
CITRACAL CHOLECALCIFEROL  CALCIUM CITRATE COATED TABLET,CHOKING,5,0.666183738152423
CITRACAL CHOLECALCIFEROL + CALCIUM CITRATE COATED TABLET,CHOKING,4,0.595796815394678
CITRACAL CHOLECALCIFEROL PLUS CALCIUM CITRATE COATED TABLET,CHOKING,3,0.40737714419347
CITRACAL MAXIMUM,CHOKING,8,1.14381396259936
CITRACAL MAXIMUM,FOREIGN BODY TRAUMA,4,0.618337732064877
CITRACAL MAXIMUM ( CHOLECALCIFEROL+ CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,3,0.285498604424414
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE),CHOKING,4,0.41337121756527
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,66,1.8849107094764
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,PHARYNGEAL INJURY,7,1.60485359002449
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,FOREIGN BODY,13,1.5452356919757
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,THROAT IRRITATION,13,1.50596235087152
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,RETCHING,10,1.32346316459143
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,REGURGITATION,5,1.14735141649701
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,DYSPHAGIA,20,1.04059131314051
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,FOREIGN BODY TRAUMA,11,0.741944148795641
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,LACERATION,3,0.312610069459202
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,CHOKING SENSATION,3,0.144891731138414
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,COELIAC DISEASE,4,0.0978133469530376
CITRACAL MAXIMUM (CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,16,1.66082169800735
CITRACAL MAXIMUM (CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,FOREIGN BODY,5,1.00360786283285
CITRACAL MAXIMUM (CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,NEPHROLITHIASIS,3,0.32091083083835
CITRACAL MAXIMUM (CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,RETCHING,3,0.242104628015299
CITRACAL MAXIMUM CAPLETS + D,FOREIGN BODY TRAUMA,3,0.185912717859637
CITRACAL MAXIMUM CHOLECALCIFEROL  CALCIUM CITRATE FILM COATED TABLET,CHOKING,6,0.764431575443704
CITRACAL MAXIMUM CHOLECALCIFEROL + CALCIUM CITRATE FILM COATED TABLET,CHOKING,8,1.10083526493181
CITRACAL MAXIMUM CHOLECALCIFEROL + CALCIUM CITRATE FILM COATED TABLET,OROPHARYNGEAL PAIN,3,0.356760707585772
CITRACAL MAXIMUM CHOLECALCIFEROL + CALCIUM CITRATE FILM-COATED TABLET,CHOKING,13,1.51384827160743
CITRACAL MAXIMUM CHOLECALCIFEROL + CALCIUM CITRATE FILM-COATED TABLET,FOREIGN BODY,4,0.717695786908694
CITRACAL MAXIMUM CHOLECALCIFEROL CALCIUM CITRATE,CHOKING,3,0.228009294304145
CITRACAL MAXIMUM CHOLECALCIFEROL CALCIUM CITRATE FILM COATED TABLET,CHOKING,11,1.6151530231856
CITRACAL MAXIMUM CHOLECALCIFEROL PLUS CALCIUM CITRATE FILM COATED TABLET,CHOKING,8,1.09974617614218
CITRACAL MAXIMUM CHOLECALCIFEROL PLUS CALCIUM CITRATE FILM COATED TABLET,FOREIGN BODY TRAUMA,4,0.606507165093618
CITRACAL MAXIMUM CHOLECALCIFEROL PLUS CALCIUM CITRATE FILM COATED TABLET,COUGH,3,0.285085551657666
CITRACAL MAXIMUM FILM-COATED TABLET,CHOKING,7,1.20867468463719
CITRACAL MAXIMUM FILM-COATED TABLET,DYSPHAGIA,5,0.956071091135601
CITRACAL MAXIMUM(CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,12,1.25684857849039
CITRACAL MAXIMUM(CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,FOREIGN BODY,4,0.659261157068867
CITRACAL MAXIMUM(CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,DYSPHAGIA,5,0.417770574604368
CITRACAL MAXIMUM(CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,COUGH,3,0.142898737624938
CITRACAL PETITES,CHOKING,4,0.0287391256591527
CITRACAL PETITES (CALCIUM CITRATE),FOREIGN BODY TRAUMA,4,0.560411709398589
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE),CHOKING,3,0.240167295713947
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM COATED TABLET,CHOKING,4,0.353521560095238
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,93,2.42136721438532
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,DYSPHAGIA,24,1.39132615074673
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,FOREIGN BODY TRAUMA,16,1.35546400947257
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,RETCHING,8,1.10482752857018
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,REGURGITATION,4,0.830571032423576
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,FOREIGN BODY,7,0.797614523827936
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,THROAT IRRITATION,7,0.759970087408788
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,OROPHARYNGEAL PAIN,6,0.725614449963897
CITRACAL PETITES (CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,22,2.05144102053829
CITRACAL PETITES (CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,DYSPHAGIA,10,1.43053500707225
CITRACAL PETITES (CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,FOREIGN BODY,3,0.191498413429267
CITRACAL PETITES CHOLECALCIFEROL  CALCIUM CITRATE FILM COATED TABLET,CHOKING,6,1.08919571160667
CITRACAL PETITES CHOLECALCIFEROL + CALCIUM CITRATE FILM COATED TABLET,CHOKING,6,0.906455515094817
CITRACAL PETITES CHOLECALCIFEROL + CALCIUM CITRATE FILM-COATED TABLET,CHOKING,13,1.44194318990774
CITRACAL PETITES CHOLECALCIFEROL + CALCIUM CITRATE FILM-COATED TABLET,FOREIGN BODY,3,0.208927998852254
CITRACAL PETITES CHOLECALCIFEROL CALCIUM CITRATE FILM COATED TABLET,CHOKING,5,1.07569748521262
CITRACAL PETITES CHOLECALCIFEROL PLUS CALCIUM CITRATE FILM COATED TABLET,CHOKING,8,1.40778939009012
CITRACAL PETITES CHOLECALCIFEROL PLUS CALCIUM CITRATE FILM COATED TABLET,FOREIGN BODY TRAUMA,6,1.37527090918024
CITRACAL PETITES FILM-COATED TABLET,FOREIGN BODY,4,0.79470713298884
CITRACAL PETITES FILM-COATED TABLET,CHOKING,6,0.727488303143984
CITRACAL PETITES FILM-COATED TABLET,DYSPHAGIA,4,0.423657625609241
CITRACAL PETITES(CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,4,0.905831049989777
CITRACAL PETITES(CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,12,1.67180723586275
CITRACAL PETITES(CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,DYSPHAGIA,5,0.725030042086103
CITRACAL PETITES(CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,FOREIGN BODY,3,0.326849957724527
CITRACAL PLUS (CALCIUM CARBONATE + VITAMIN D),CHOKING,3,0.235726809136232
CITRACAL PLUS BONE DENSITY BUILDER,PAIN,3,0.0473355416546458
"CITRACAL PLUS BONE DENSITY BUILDER (CALCIUM CARBONATE, CALCIUM CITRATE, MINERALS, GENESTEIN) FILM-COATED TABLET",DRUG DEPENDENCE,3,0.50305490796537
"CITRACAL PLUS MAGNESIUM (CALCIUM CITRATE, VITAMIN D, MINERALS) FILM-COATED TABLET",CHOKING,6,1.21409458694704
"CITRACAL PLUS MAGNESIUM (CALCIUM CITRATE, VITAMIN D, MINERALS) FILM-COATED TABLET",DYSPHAGIA,3,0.301637837684274
CITRACAL PLUS MAGNESIUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,3,0.226061695904041
CITRACAL REGULAR (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,4,0.594048588390964
CITRICAL,HAIR TEXTURE ABNORMAL,3,0.52446988497355
CLEANSE FOR LIFE,NAUSEA,4,0.0597565361758782
CLEANSE FOR LIFE LIQUID,PANCREATITIS,3,0.451988835818271
CLEANSE FOR LIFE POWDER,DIZZINESS,3,0.193291547458984
CO Q10,BLOOD PRESSURE INCREASED,5,0.332826399108197
CO-Q10,LOSS OF CONSCIOUSNESS,4,0.308693838020749
CO-Q10,BURNING SENSATION,3,0.0425882616256977
COD LIVER OIL,ALOPECIA,8,0.528173805587319
COD LIVER OIL,THROAT TIGHTNESS,4,0.328923013094974
COLON 700,DYSPNOEA,3,0.252940296728371
CONGAPLES,BLOOD ALKALINE PHOSPHATASE INCREASED,4,0.913404781744872
COQ10,ACNE,5,0.768596117305054
COQ10,ALOPECIA,21,0.731590866416936
COQ10,HYPOAESTHESIA,7,0.153881344776141
COQ10,GAIT DISTURBANCE,5,0.111340071378733
COQ10,MIGRAINE,4,0.0564222013513097
COQ1O,ALOPECIA,7,1.69318379702942
CORTISLIM,HOSPITALISATION,5,1.18277885101067
CRANBERRY,URINARY TRACT INFECTION,4,0.512658970744447
CREATINE,BLOOD CREATINE PHOSPHOKINASE INCREASED,4,0.809750774259718
CREATINE,MYALGIA,3,0.120322334774793
CULTURELLE DIGESTIVE HEALTH CAPSULES,BODY TEMPERATURE INCREASED,3,0.206640326297143
CURAMIN,HEPATIC ENZYME INCREASED,3,0.461169992647336
CYLARIS,JAUNDICE,3,0.432448665366532
CYSREPLETE DIETARY SUPPLEMENT,HYPOAESTHESIA,3,0.409206275508197
CYSREPLETE DIETARY SUPPLEMENT,DYSPNOEA,3,0.00882177378455242
D3,ALOPECIA,8,0.950809291475328
DAILY MULTI VITAMIN,ALOPECIA,3,0.174912572969181
DAILY MULTI VITAMIN,PRURITUS,3,0.152710541966815
DAILY MULTIVITAMIN,ALOPECIA,8,1.05837146996183
DAILY MULTIVITAMIN,HAIR TEXTURE ABNORMAL,3,0.389114388544015
DAILY MULTIVITAMIN,PALPITATIONS,4,0.356912232736647
DAILY VITAMIN,ALOPECIA,12,1.43479606947533
DAILY VITAMIN,DIARRHOEA,7,0.351222573614933
DAILY VITAMINS,ALOPECIA,4,0.606932507271572
DANDELION ROOT,BLOOD SODIUM DECREASED,3,0.488059061961446
DERMASILK ANTI WRINKLE SUPPLEMENT,SKIN DISORDER,3,0.523734111398814
DHEA 25,ALOPECIA,3,0.387255631406512
DOCTOR'S BEST RED YEAST RICE,PAIN,3,0.327658353934593
DR.S BEST RED YEAST RICE,THYROID FUNCTION TEST ABNORMAL,16,2.85152878596055
DR.S BEST RED YEAST RICE,BLOOD CHOLESTEROL INCREASED,16,2.69359306743537
DR.S BEST RED YEAST RICE,MYALGIA,16,2.49116769366237
DR.S BEST RED YEAST RICE,MUSCLE SPASMS,16,2.35946846798246
DR.S BEST RED YEAST RICE,LIVER FUNCTION TEST ABNORMAL,16,2.22811070467829
DR.S BEST RED YEAST RICE,MALAISE,16,1.74658219202586
DR.S BEST RED YEAST RICE,FATIGUE,16,1.66233319212262
DUAL ACTION CLEANSE TOTAL BODY PURIFIER,ABDOMINAL DISTENSION,3,0.201357138289103
ELDERBERRY,ALOPECIA,3,0.425927345941044
EMERGEN-C,COUGH,5,0.905082684756972
EMERGEN-C,CHOKING SENSATION,3,0.419080218567605
EMERGEN-C,COELIAC DISEASE,3,0.236398002937794
"EMERGEN-C (ASCORBIC ACID, B-COMPLEX, ELECTROLYTE, MULTIMINERAL, MULTIVIT, ZINC) POWDER FOR ORAL SOLUTION",COELIAC DISEASE,7,1.17070823072942
"EMERGEN-C (ASCORBIC ACID, B-COMPLEX, ELECTROLYTE, MULTIMINERAL, MULTIVIT, ZINC) POWDER FOR ORAL SOLUTION",NEPHROLITHIASIS,4,0.414027047067376
"EMERGEN-C (ASCORBIC ACID, B-COMPLEX, ELECTROLYTE, MULTIMINERAL, MULTIVIT, ZINC) POWDER FOR ORAL SOLUTION",COUGH,5,0.400993330934298
"EMERGEN-C (ASCORBIC ACID, B-COMPLEX, ELECTROLYTE, MULTIMINERAL, MULTIVIT, ZINC) POWDER FOR ORAL SOLUTION",OEDEMA MOUTH,3,0.398689701944297
"EMERGEN-C (ASCORBIC ACID, B-COMPLEX, ELECTROLYTE, MULTIMINERAL, MULTIVIT, ZINC) POWDER FOR ORAL SOLUTION",CHOKING SENSATION,3,0.242756113555026
"EMERGEN-C (ASCORBIC ACID, B-COMPLEX, ELECTROLYTE, MULTIMINERAL, MULTIVIT, ZINC) POWDER FOR ORAL SOLUTION",CONDITION AGGRAVATED,3,0.11194062325563
"EMERGEN-C (ASCORBIC ACID, B-COMPLEX, ELECTROLYTE, MULTIMINERAL, MULTIVIT, ZINC) POWDER FOR ORAL SOLUTION",MALAISE,6,0.04808035487475
"EMERGEN-C (ASCORBIC ACID, B-COMPLEX, ELECTROLYTE, MULTIMINERALS, MULTIVIT, ZINC) POWDER FOR ORAL SOLUTION",COUGH,6,1.48313816307883
"EMERGEN-C (ASCORBIC ACID, B-COMPLEX, ELECTROLYTE, MULTIMINERALS, MULTIVIT, ZINC) POWDER FOR ORAL SOLUTION",CHOKING,6,1.04156178116276
EMERGEN-C ASCORBIC ACID B-COMPLEX ELECTROLYTE MULTIMINERAL MULTIVITAMIN ZINC POWDER FOR ORAL SOLUTION,CHOKING SENSATION,3,0.445445561656527
EMERGEN-C ASCORBIC ACID B-COMPLEX ELECTROLYTE MULTIMINERAL MULTIVITAMIN ZINC POWDER FOR ORAL SOLUTION,COUGH,3,0.206915473321583
ENDLESS YOUTH DIETARY SUPPLEMENT 30 DAY KIT,URTICARIA,3,0.30180479774851
ENDLESS YOUTH VITAMIN SUPPLEMENT,ERYTHEMA,3,0.160844730337906
ENDLESS YOUTH VITAMIN SUPPLEMENT,SWELLING,3,0.100192103941112
ENDOMUNE ADVANCED PROBIOTIC ADULT AND JR BOTTLES,BLASTOCYSTIS INFECTION,3,0.50373907849102
ENDOMUNE ADVANCED PROBIOTIC ADULT AND JR BOTTLES,CONSTIPATION,3,0.42995674104127
ENZYMATIC THERAPY EPHEDRA,HEART RATE INCREASED,5,1.05955325421443
ENZYMATIC THERAPY EPHEDRA,EMERGENCY CARE EXAMINATION,3,0.512358082658041
ENZYMATIC THERAPY EPHEDRA,CARDIAC FIBRILLATION,3,0.507616137910012
ENZYMATIC THERAPY EPHEDRA,PHYSICAL EXAMINATION,3,0.493258860727312
ENZYMATIC THERAPY EPHEDRA,PALPITATIONS,3,0.317150551330655
EPHEDRA,PALPITATIONS,3,0.352827077841821
EQUATE MULTIVITAMIN,BLOOD BILIRUBIN INCREASED,6,1.24589694338492
EQUATE MULTIVITAMIN,ASPARTATE AMINOTRANSFERASE INCREASED,6,1.20688508184042
EQUATE MULTIVITAMIN,ALANINE AMINOTRANSFERASE INCREASED,6,1.20089989847334
EQUATE MULTIVITAMIN,HEPATIC ENZYME INCREASED,4,0.593423230177852
EQUATE MULTIVITAMIN,INTERNATIONAL NORMALISED RATIO INCREASED,3,0.368540842129917
ESTER-C,DYSPNOEA,4,0.0537021187280319
ESTER-C 1000MG COATED TABLETS,CHOKING,3,0.188492883704572
ESTER-C 24 HOUR IMMUNE SUPPORT 1000MG COATED TABLETS,OROPHARYNGEAL PAIN,5,1.22054664749288
ESTER-C 24 HOUR IMMUNE SUPPORT 1000MG COATED TABLETS,FOREIGN BODY,5,1.16036330740794
ESTER-C 24 HOUR IMMUNE SUPPORT 1000MG COATED TABLETS,DYSPHAGIA,4,0.466108530535179
ESTER-C 24 HOUR IMMUNE SUPPORT 1000MG COATED TABLETS,DYSPNOEA,4,0.29236003113707
ESTHER C,ALOPECIA,3,0.513443572716795
EVENING PRIMROSE OIL,FATIGUE,5,0.368999478032882
FIBER CHOICE CHROMIUM PICOLINATE + INULIN,CHEST DISCOMFORT,4,0.888959435187511
FIBER PILLS,BLOOD BILIRUBIN INCREASED,3,0.404127558647002
FIBERZON,DRY MOUTH,5,1.29897751190701
FIBERZON,HALLUCINATION,5,1.28994129533142
FIBERZON,ANXIETY,5,1.07876072847612
FIBERZON,MENTAL IMPAIRMENT,4,0.970765751494534
FIBERZON,TACHYCARDIA,4,0.887526557292427
FINEST NUTRITION BIOTIN,ALOPECIA,3,0.475459612592629
FINEST NUTRITION FLAXSEED OIL SOFT GELS (1300 MG),ALOPECIA,3,0.472688594240695
FISH OIL,ALOPECIA,80,0.695961714894527
FISH OIL,HAIR TEXTURE ABNORMAL,11,0.681483241576687
FISH OIL,DYSGEUSIA,16,0.45042261049411
FISH OIL,LIP SWELLING,14,0.339023357660726
FISH OIL,BLOOD PRESSURE DECREASED,13,0.241284979561392
FISH OIL,PRURITUS,56,0.222619754212364
FISH OIL,BIOPSY KIDNEY ABNORMAL,3,0.189370105117617
FISH OIL,FOREIGN BODY TRAUMA,38,0.112857862654213
FISH OIL,ERYTHEMA,26,0.0894973525359194
FISH OIL,SWELLING,30,0.0846261109146391
FISH OIL,GAIT DISTURBANCE,13,0.0653780692162255
FISH OIL,ERUCTATION,7,0.0645008777347324
FISH OIL,CALCINOSIS,3,0.0485982856568871
FISH OIL,SWELLING FACE,14,0.0380581799881419
FISH OIL,EPISTAXIS,9,0.0337230535593403
FISH OIL,COUGH,21,0.0236633360937187
FISH OIL,FLUSHING,13,0.0222197025428984
FISH OIL,LOSS OF CONSCIOUSNESS,31,0.0202272755997672
FISH OIL,FEELING HOT,13,0.0150424937320801
FISH OIL,TINNITUS,6,0.0134973662976378
FISH OIL,CHOKING SENSATION,7,0.0101709039725486
FISH OIL (FISH OIL),CHOKING,13,1.66338222472824
FISH OIL (FISH OIL),FOREIGN BODY TRAUMA,5,0.888594798828082
FISH OIL 1200MG,BLOOD BILIRUBIN INCREASED,5,1.19116651795303
FISH OIL 1200MG,PLATELET COUNT DECREASED,4,0.971884651264643
FISH OIL FISH OIL,CHOKING,4,0.485439592889595
FLAX OIL,ALOPECIA,4,0.143777083079496
FLAX SEED OIL,PARAESTHESIA,4,0.248432896092831
FLAX SEED OIL,BLOOD POTASSIUM DECREASED,3,0.0829776649764648
FLAXSEED OIL,BLOOD SODIUM DECREASED,3,0.273282740981931
FLAXSEED OIL,ALOPECIA,6,0.109390243363183
FLAXSEED OIL,PRURITUS,6,0.0530922339724714
FLEX FITNESS PRODUCTS FLEX F.P. WOLVERINE XTREME,HEPATIC ENZYME INCREASED,3,0.490129668500723
FLEXIUM SAM-E,HYPERSENSITIVITY,3,0.316868961186354
FLINSTONES COMPLETE (MULTIVITAMINS) CHEWABLE TABLET,DRUG DEPENDENCE,6,1.57364422613843
FLINSTONES COMPLETE (MULTIVITAMINS) CHEWABLE TABLET,DEPENDENCE,5,1.30247580760932
FLINSTONES COMPLETE MULTIVITAMINS CHEWABLE TABLET,OVERDOSE,5,1.31269393127461
FLINSTONES COMPLETE MULTIVITAMINS CHEWABLE TABLET,DRUG DEPENDENCE,3,0.486264819083085
FLINSTONES GUMMIES (MULTIVITAMINS),DEPENDENCE,3,0.508078770670021
FLINSTONES GUMMIES MULTIVITAMINS,DEPENDENCE,3,0.520341383777316
FLINTSTONES COMPLETE,DRUG EXPOSURE DURING PREGNANCY,4,0.968069351435399
FLINTSTONES COMPLETE,PREMATURE LABOUR,3,0.516587853886551
FLINTSTONES COMPLETE,DRUG DEPENDENCE,3,0.41539853176216
FLINTSTONES COMPLETE (MULTIVITAMINS + MINERALS) CHEWABLE TABLET,ACCIDENTAL DRUG INTAKE BY CHILD,4,0.964635295442564
FLINTSTONES COMPLETE (MULTIVITAMINS + MINERALS) CHEWABLE TABLET,FAILURE OF CHILD RESISTANT MECHANISM FOR PHARMACEUTICAL PRODUCT,3,0.525242430497536
FLINTSTONES COMPLETE (MULTIVITAMINS + MINERALS) CHEWABLE TABLET,GLOSSODYNIA,3,0.461919591784186
FLINTSTONES COMPLETE (MULTIVITAMINS) CHEWABLE TABLET,DRUG DEPENDENCE,13,2.55321871729439
FLINTSTONES COMPLETE (MULTIVITAMINS) CHEWABLE TABLET,SUICIDE ATTEMPT,6,1.59004645206627
FLINTSTONES COMPLETE (MULTIVITAMINS) CHEWABLE TABLET,DEPENDENCE,6,1.51294554479799
FLINTSTONES COMPLETE MULTIVITAMINS + MINERALS CHEWABLE TABLET,DRUG EXPOSURE DURING PREGNANCY,3,0.521103741722319
FLINTSTONES COMPLETE MULTIVITAMINS + MINERALS CHEWABLE TABLET,ACCIDENTAL DRUG INTAKE BY CHILD,3,0.50969953224697
FLINTSTONES COMPLETE MULTIVITAMINS CHEWABLE TABLET,DRUG DEPENDENCE,15,2.72970854092815
FLINTSTONES COMPLETE MULTIVITAMINS CHEWABLE TABLET,DEPENDENCE,12,2.45952966052139
FLINTSTONES COMPLETE MULTIVITAMINS CHEWABLE TABLET,GASTRIC LAVAGE,3,0.507289195206625
FLINTSTONES COMPLETE MULTIVITAMINS CHEWABLE TABLET,OVERDOSE,3,0.410426503892191
FLINTSTONES COMPLETE MULTIVITAMINS CHEWABLE TABLET,STOMACH DISCOMFORT,3,0.353494628948853
FLINTSTONES COMPLETE MULTIVITAMINS CHEWABLE TABLET,HOSPITALISATION,3,0.285111383034068
FLINTSTONES COMPLETE VITAMINS,PREMATURE BABY,3,0.521520034986787
FLINTSTONES GUMMIES,DRUG DEPENDENCE,3,0.423135633427855
FLINTSTONES GUMMIES (MULTIVITAMINS),DEPENDENCE,12,2.54238289981547
FLINTSTONES GUMMIES (MULTIVITAMINS),DRUG DEPENDENCE,9,2.13456586751123
"FLINTSTONES GUMMIES (MULTIVITAMINS, MINERALS, CHOLINE)",ACCIDENTAL OVERDOSE,3,0.518979774339328
FLINTSTONES GUMMIES MULTIVITAMINS,DRUG DEPENDENCE,7,1.79151634477391
FLINTSTONES GUMMIES MULTIVITAMINS,DEPENDENCE,6,1.56626544100776
FLINTSTONES GUMMIES MULTIVITAMINS,DRUG ABUSER,3,0.521693033954229
FLINTSTONES GUMMIES MULTIVITAMINS ORAL DROPS,DEPENDENCE,3,0.514007002734998
FLINTSTONES GUMMIES MULTIVITAMINS ORAL DROPS,DRUG DEPENDENCE,3,0.489150958068885
FLINTSTONES MULTIVITAMINS,DRUG DEPENDENCE,3,0.489435932817449
FLINTSTONES UNKNOWN MULTIVITAMINS,DRUG DEPENDENCE,3,0.503418920373888
