product,adverse_event,count,PRR05
CITRACAL MAXIMUM FILM-COATED TABLET,DYSPHAGIA,5,2.17241900604982
CITRACAL MAXIMUM(CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,12,1.5903665681726
CITRACAL MAXIMUM(CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,FOREIGN BODY,4,1.99938158773802
CITRACAL MAXIMUM(CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,COUGH,3,1.42356173140441
CITRACAL MAXIMUM(CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,DYSPHAGIA,5,1.00316199114818
CITRACAL PETITES (CALCIUM CITRATE),FOREIGN BODY TRAUMA,4,1.75798017744536
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE),CHOKING,3,1.69687885921718
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM COATED TABLET,CHOKING,4,1.20407994168007
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,93,2.51413191440572
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,DYSPHAGIA,24,1.55520921047115
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,FOREIGN BODY TRAUMA,16,1.61202395297064
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,REGURGITATION,4,2.85529031467274
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,RETCHING,8,1.66273623978997
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,FOREIGN BODY,7,1.29742793076784
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,THROAT IRRITATION,7,1.24227566200978
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,OROPHARYNGEAL PAIN,6,1.3406255613887
CITRACAL PETITES (CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,22,2.39720461826867
CITRACAL PETITES (CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,DYSPHAGIA,10,1.99378593627716
CITRACAL PETITES (CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,FOREIGN BODY,3,1.57367632425319
CITRACAL PETITES CHOLECALCIFEROL  CALCIUM CITRATE FILM COATED TABLET,CHOKING,6,2.03655404309276
CITRACAL PETITES CHOLECALCIFEROL + CALCIUM CITRATE FILM COATED TABLET,CHOKING,6,1.64363976880853
CITRACAL PETITES CHOLECALCIFEROL + CALCIUM CITRATE FILM-COATED TABLET,CHOKING,13,1.82600074640082
CITRACAL PETITES CHOLECALCIFEROL + CALCIUM CITRATE FILM-COATED TABLET,FOREIGN BODY,3,1.67837342139487
CITRACAL PETITES CHOLECALCIFEROL CALCIUM CITRATE FILM COATED TABLET,CHOKING,5,2.56565189751298
CITRACAL PETITES CHOLECALCIFEROL PLUS CALCIUM CITRATE FILM COATED TABLET,FOREIGN BODY TRAUMA,6,3.00292338803624
CITRACAL PETITES CHOLECALCIFEROL PLUS CALCIUM CITRATE FILM COATED TABLET,CHOKING,8,2.24544784520273
CITRACAL PETITES FILM-COATED TABLET,FOREIGN BODY,4,2.67248501127528
CITRACAL PETITES FILM-COATED TABLET,CHOKING,6,1.32293847807689
CITRACAL PETITES FILM-COATED TABLET,DYSPHAGIA,4,1.34482483584625
CITRACAL PETITES(CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,4,3.5470818370132
CITRACAL PETITES(CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,12,2.21886004958257
CITRACAL PETITES(CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,DYSPHAGIA,5,1.60634068747602
CITRACAL PETITES(CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,FOREIGN BODY,3,2.14872445916554
CITRACAL PLUS (CALCIUM CARBONATE + VITAMIN D),CHOKING,3,1.69687885921718
CITRACAL PLUS BONE DENSITY BUILDER,PAIN,3,1.15127391079949
"CITRACAL PLUS BONE DENSITY BUILDER (CALCIUM CARBONATE, CALCIUM CITRATE, MINERALS, GENESTEIN) FILM-COATED TABLET",DRUG DEPENDENCE,3,4.43875146040172
"CITRACAL PLUS MAGNESIUM (CALCIUM CITRATE, VITAMIN D, MINERALS) FILM-COATED TABLET",CHOKING,6,2.42698185205747
"CITRACAL PLUS MAGNESIUM (CALCIUM CITRATE, VITAMIN D, MINERALS) FILM-COATED TABLET",DYSPHAGIA,3,1.93351309952249
CITRACAL PLUS MAGNESIUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,3,1.69687885921718
CITRACAL REGULAR (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,4,1.77905854626396
CITRICAL,HAIR TEXTURE ABNORMAL,3,5.13633647100626
CLEANSE FOR LIFE LIQUID,PANCREATITIS,3,3.32284789883191
CLEANSE FOR LIFE POWDER,DIZZINESS,3,1.57455256093648
CO-Q10,LOSS OF CONSCIOUSNESS,4,1.12215672149143
COD LIVER OIL,ALOPECIA,8,0.834606557976245
COD LIVER OIL,THROAT TIGHTNESS,4,1.13456135493703
COLON 700,DYSPNOEA,3,1.78274715684809
CONGAPLES,BLOOD ALKALINE PHOSPHATASE INCREASED,4,3.49207505231371
COQ10,ALOPECIA,21,0.837510732434991
COQ10,ACNE,5,1.68402618594118
COQ1O,ALOPECIA,7,3.71701298977763
CORTISLIM,HOSPITALISATION,5,3.17530247122439
CRANBERRY,URINARY TRACT INFECTION,4,1.55883040727074
CREATINE,BLOOD CREATINE PHOSPHOKINASE INCREASED,4,2.72645203878253
CREATINE,MYALGIA,3,1.40959654206418
CULTURELLE DIGESTIVE HEALTH CAPSULES,BODY TEMPERATURE INCREASED,3,1.65003949949957
CURAMIN,HEPATIC ENZYME INCREASED,3,3.19619714439767
CYLARIS,JAUNDICE,3,2.940884273746
CYSREPLETE DIETARY SUPPLEMENT,HYPOAESTHESIA,3,2.71670683160837
D3,ALOPECIA,8,1.43349852814737
DAILY MULTI VITAMIN,ALOPECIA,3,1.53849257782067
DAILY MULTI VITAMIN,PRURITUS,3,1.46867227596288
DAILY MULTIVITAMIN,ALOPECIA,8,1.60129509802292
DAILY MULTIVITAMIN,HAIR TEXTURE ABNORMAL,3,2.69985578979927
DAILY MULTIVITAMIN,PALPITATIONS,4,1.21870413233151
DAILY VITAMIN,ALOPECIA,12,1.86224944632096
DAILY VITAMINS,ALOPECIA,4,1.83927274731092
DANDELION ROOT,BLOOD SODIUM DECREASED,3,4.05931779924922
DERMASILK ANTI WRINKLE SUPPLEMENT,SKIN DISORDER,3,5.59721953067272
DHEA 25,ALOPECIA,3,2.6033834569634
DOCTOR'S BEST RED YEAST RICE,PAIN,3,2.18232618060549
DR.S BEST RED YEAST RICE,THYROID FUNCTION TEST ABNORMAL,16,5.32676751573635
DR.S BEST RED YEAST RICE,BLOOD CHOLESTEROL INCREASED,16,4.24020180891289
DR.S BEST RED YEAST RICE,MYALGIA,16,3.54356488637594
DR.S BEST RED YEAST RICE,MUSCLE SPASMS,16,3.22452126055578
DR.S BEST RED YEAST RICE,LIVER FUNCTION TEST ABNORMAL,16,2.92896973930837
DR.S BEST RED YEAST RICE,MALAISE,16,2.12795800519005
DR.S BEST RED YEAST RICE,FATIGUE,16,2.01757243769398
DUAL ACTION CLEANSE TOTAL BODY PURIFIER,ABDOMINAL DISTENSION,3,1.63379716672018
ELDERBERRY,ALOPECIA,3,2.98541028590988
EMERGEN-C,CHOKING SENSATION,3,2.8158845467736
EMERGEN-C,COUGH,5,2.00486611923884
EMERGEN-C,COELIAC DISEASE,3,1.7380886648188
"EMERGEN-C (ASCORBIC ACID, B-COMPLEX, ELECTROLYTE, MULTIMINERAL, MULTIVIT, ZINC) POWDER FOR ORAL SOLUTION",COELIAC DISEASE,7,1.95774784913839
"EMERGEN-C (ASCORBIC ACID, B-COMPLEX, ELECTROLYTE, MULTIMINERAL, MULTIVIT, ZINC) POWDER FOR ORAL SOLUTION",OEDEMA MOUTH,3,2.72437397095054
"EMERGEN-C (ASCORBIC ACID, B-COMPLEX, ELECTROLYTE, MULTIMINERAL, MULTIVIT, ZINC) POWDER FOR ORAL SOLUTION",CHOKING SENSATION,3,1.78671136610156
"EMERGEN-C (ASCORBIC ACID, B-COMPLEX, ELECTROLYTE, MULTIMINERAL, MULTIVIT, ZINC) POWDER FOR ORAL SOLUTION",NEPHROLITHIASIS,4,1.32052666301721
"EMERGEN-C (ASCORBIC ACID, B-COMPLEX, ELECTROLYTE, MULTIMINERAL, MULTIVIT, ZINC) POWDER FOR ORAL SOLUTION",CONDITION AGGRAVATED,3,1.33514437468723
"EMERGEN-C (ASCORBIC ACID, B-COMPLEX, ELECTROLYTE, MULTIMINERAL, MULTIVIT, ZINC) POWDER FOR ORAL SOLUTION",COUGH,5,0.970374393394459
"EMERGEN-C (ASCORBIC ACID, B-COMPLEX, ELECTROLYTE, MULTIMINERALS, MULTIVIT, ZINC) POWDER FOR ORAL SOLUTION",COUGH,6,3.783011478358
"EMERGEN-C (ASCORBIC ACID, B-COMPLEX, ELECTROLYTE, MULTIMINERALS, MULTIVIT, ZINC) POWDER FOR ORAL SOLUTION",CHOKING,6,1.95924072917969
EMERGEN-C ASCORBIC ACID B-COMPLEX ELECTROLYTE MULTIMINERAL MULTIVITAMIN ZINC POWDER FOR ORAL SOLUTION,CHOKING SENSATION,3,3.2269063117881
EMERGEN-C ASCORBIC ACID B-COMPLEX ELECTROLYTE MULTIMINERAL MULTIVITAMIN ZINC POWDER FOR ORAL SOLUTION,COUGH,3,1.64038509383808
ENDLESS YOUTH DIETARY SUPPLEMENT 30 DAY KIT,URTICARIA,3,2.01668511087733
ENDLESS YOUTH VITAMIN SUPPLEMENT,ERYTHEMA,3,1.48460420572005
ENDLESS YOUTH VITAMIN SUPPLEMENT,SWELLING,3,1.30524181063449
ENDOMUNE ADVANCED PROBIOTIC ADULT AND JR BOTTLES,CONSTIPATION,3,2.85547808698477
ENZYMATIC THERAPY EPHEDRA,CARDIAC FIBRILLATION,3,5.35374880956822
ENZYMATIC THERAPY EPHEDRA,EMERGENCY CARE EXAMINATION,3,4.91633478392917
ENZYMATIC THERAPY EPHEDRA,PHYSICAL EXAMINATION,3,4.42450928986611
ENZYMATIC THERAPY EPHEDRA,HEART RATE INCREASED,5,2.58248001662974
ENZYMATIC THERAPY EPHEDRA,PALPITATIONS,3,2.20495856087772
EPHEDRA,PALPITATIONS,3,2.32769444224996
EQUATE MULTIVITAMIN,BLOOD BILIRUBIN INCREASED,6,2.52387066217296
EQUATE MULTIVITAMIN,ASPARTATE AMINOTRANSFERASE INCREASED,6,2.36797197451755
EQUATE MULTIVITAMIN,ALANINE AMINOTRANSFERASE INCREASED,6,2.33931521870796
EQUATE MULTIVITAMIN,INTERNATIONAL NORMALISED RATIO INCREASED,3,2.44228321288552
EQUATE MULTIVITAMIN,HEPATIC ENZYME INCREASED,4,1.82147451752271
ESTER-C 1000MG COATED TABLETS,CHOKING,3,1.54976380789379
ESTER-C 24 HOUR IMMUNE SUPPORT 1000MG COATED TABLETS,OROPHARYNGEAL PAIN,5,3.3912958217833
ESTER-C 24 HOUR IMMUNE SUPPORT 1000MG COATED TABLETS,FOREIGN BODY,5,3.13311450933297
ESTER-C 24 HOUR IMMUNE SUPPORT 1000MG COATED TABLETS,DYSPHAGIA,4,1.46728017849193
ESTER-C 24 HOUR IMMUNE SUPPORT 1000MG COATED TABLETS,DYSPNOEA,4,1.07467721806982
ESTHER C,ALOPECIA,3,4.43883156697652
EVENING PRIMROSE OIL,FATIGUE,5,0.929887088859322
FIBER CHOICE CHROMIUM PICOLINATE + INULIN,CHEST DISCOMFORT,4,3.33365759655996
FIBER PILLS,BLOOD BILIRUBIN INCREASED,3,2.75937902040718
FIBERZON,DRY MOUTH,5,4.49894117987848
FIBERZON,HALLUCINATION,5,4.34217152261573
FIBERZON,MENTAL IMPAIRMENT,4,4.83576763194167
FIBERZON,TACHYCARDIA,4,3.40118554158039
FIBERZON,ANXIETY,5,2.63618821315669
FINEST NUTRITION BIOTIN,ALOPECIA,3,3.62481191016162
FINEST NUTRITION FLAXSEED OIL SOFT GELS (1300 MG),ALOPECIA,3,3.62481191016162
FISH OIL,ALOPECIA,80,0.730409176271022
FISH OIL,HAIR TEXTURE ABNORMAL,11,0.912998417293844
FISH OIL,BIOPSY KIDNEY ABNORMAL,3,1.53836275154468
FISH OIL,DYSGEUSIA,16,0.569968093954667
FISH OIL (FISH OIL),CHOKING,13,2.15217719324352
FISH OIL (FISH OIL),FOREIGN BODY TRAUMA,5,1.99710816136786
FISH OIL 1200MG,PLATELET COUNT DECREASED,4,4.7369811129813
FISH OIL 1200MG,BLOOD BILIRUBIN INCREASED,5,3.25476142163676
FISH OIL FISH OIL,CHOKING,4,1.49142458125503
FLAX SEED OIL,BLOOD POTASSIUM DECREASED,3,1.28183581422705
FLAXSEED OIL,BLOOD SODIUM DECREASED,3,1.86521380251579
FLEX FITNESS PRODUCTS FLEX F.P. WOLVERINE XTREME,HEPATIC ENZYME INCREASED,3,4.11976111793169
FLEXIUM SAM-E,HYPERSENSITIVITY,3,2.17511149466416
FLINSTONES COMPLETE (MULTIVITAMINS) CHEWABLE TABLET,DRUG DEPENDENCE,6,4.82907096165779
FLINSTONES COMPLETE (MULTIVITAMINS) CHEWABLE TABLET,DEPENDENCE,5,4.83005716821751
FLINSTONES COMPLETE MULTIVITAMINS CHEWABLE TABLET,OVERDOSE,5,5.11046862315486
FLINSTONES COMPLETE MULTIVITAMINS CHEWABLE TABLET,DRUG DEPENDENCE,3,4.01370573278216
FLINSTONES GUMMIES (MULTIVITAMINS),DEPENDENCE,3,4.22915279122287
FLINSTONES GUMMIES MULTIVITAMINS,DEPENDENCE,3,5.29220579243566
FLINTSTONES COMPLETE,DRUG EXPOSURE DURING PREGNANCY,4,4.84385605788938
FLINTSTONES COMPLETE,PREMATURE LABOUR,3,5.21309778626348
FLINTSTONES COMPLETE,DRUG DEPENDENCE,3,2.78260340083835
FLINTSTONES COMPLETE (MULTIVITAMINS + MINERALS) CHEWABLE TABLET,ACCIDENTAL DRUG INTAKE BY CHILD,4,4.79073123710625
FLINTSTONES COMPLETE (MULTIVITAMINS + MINERALS) CHEWABLE TABLET,FAILURE OF CHILD RESISTANT MECHANISM FOR PHARMACEUTICAL PRODUCT,3,5.99303029602528
FLINTSTONES COMPLETE (MULTIVITAMINS + MINERALS) CHEWABLE TABLET,GLOSSODYNIA,3,3.25286015881987
FLINTSTONES COMPLETE (MULTIVITAMINS) CHEWABLE TABLET,DRUG DEPENDENCE,13,4.73426289325435
FLINTSTONES COMPLETE (MULTIVITAMINS) CHEWABLE TABLET,SUICIDE ATTEMPT,6,5.4432207643425
FLINTSTONES COMPLETE (MULTIVITAMINS) CHEWABLE TABLET,DEPENDENCE,6,3.93362346204105
FLINTSTONES COMPLETE MULTIVITAMINS + MINERALS CHEWABLE TABLET,ACCIDENTAL DRUG INTAKE BY CHILD,3,5.23978381836878
FLINTSTONES COMPLETE MULTIVITAMINS + MINERALS CHEWABLE TABLET,DRUG EXPOSURE DURING PREGNANCY,3,4.95849276812732
FLINTSTONES COMPLETE MULTIVITAMINS CHEWABLE TABLET,DRUG DEPENDENCE,15,4.84334676150844
FLINTSTONES COMPLETE MULTIVITAMINS CHEWABLE TABLET,DEPENDENCE,12,4.82488665029695
FLINTSTONES COMPLETE MULTIVITAMINS CHEWABLE TABLET,GASTRIC LAVAGE,3,5.29201946566546
FLINTSTONES COMPLETE MULTIVITAMINS CHEWABLE TABLET,OVERDOSE,3,2.82196464420482
FLINTSTONES COMPLETE MULTIVITAMINS CHEWABLE TABLET,STOMACH DISCOMFORT,3,2.36212817076506
FLINTSTONES COMPLETE MULTIVITAMINS CHEWABLE TABLET,HOSPITALISATION,3,1.91661017622994
FLINTSTONES COMPLETE VITAMINS,PREMATURE BABY,3,5.62205694731302
FLINTSTONES GUMMIES,DRUG DEPENDENCE,3,2.92750746829627
FLINTSTONES GUMMIES (MULTIVITAMINS),DEPENDENCE,12,5.85838631827393
FLINTSTONES GUMMIES (MULTIVITAMINS),DRUG DEPENDENCE,9,5.16916327491297
"FLINTSTONES GUMMIES (MULTIVITAMINS, MINERALS, CHOLINE)",ACCIDENTAL OVERDOSE,3,5.58683424735756
FLINTSTONES GUMMIES MULTIVITAMINS,DRUG DEPENDENCE,7,5.05619623379613
FLINTSTONES GUMMIES MULTIVITAMINS,DEPENDENCE,6,5.1038988533117
FLINTSTONES GUMMIES MULTIVITAMINS,DRUG ABUSER,3,6.24470083121974
FLINTSTONES GUMMIES MULTIVITAMINS ORAL DROPS,DEPENDENCE,3,4.90432247431533
FLINTSTONES GUMMIES MULTIVITAMINS ORAL DROPS,DRUG DEPENDENCE,3,4.63299145937276
FLINTSTONES MULTIVITAMINS,DRUG DEPENDENCE,3,4.20382310339163
FLINTSTONES UNKNOWN MULTIVITAMINS,DRUG DEPENDENCE,3,5.19336556703694
FLINTSTONES WITH IRON (MULTIVITAMINS + IRON) CHEWABLE TABLET,ACCIDENTAL DRUG INTAKE BY CHILD,5,8.20745979149488
FLINTSTONES WITH IRON MULTIVITAMINS + IRON CHEWABLE TABLET,ACCIDENTAL DRUG INTAKE BY CHILD,3,6.74657748472192
FLORAFIBER,SYNCOPE,3,1.88720610711133
FLOYD NUTRITION SLIM TRIM U,INSOMNIA,4,1.84477312948036
FRUTA PLANTA,INSOMNIA,5,1.79073687132035
FRUTA PLANTA,TACHYCARDIA,3,1.85888594422175
FRUTA PLANTA,PALPITATIONS,4,1.21870413233151
GARCINIA CAMBOGIA,ASPARTATE AMINOTRANSFERASE INCREASED,10,1.86231105465568
GARCINIA CAMBOGIA,SOMNOLENCE,6,2.32761055271748
GARCINIA CAMBOGIA,ALANINE AMINOTRANSFERASE INCREASED,9,1.69289214504013
GARCINIA CAMBOGIA,ELEVATED MOOD,3,5.90345177813902
GARCINIA CAMBOGIA,DRUG-INDUCED LIVER INJURY,4,2.49057350422429
GARCINIA CAMBOGIA,IRRITABILITY,4,2.39339882810863
GARCINIA CAMBOGIA,BIOPSY LIVER ABNORMAL,3,2.79562870803116
GARCINIA CAMBOGIA,LIPASE INCREASED,3,1.99202537393955
GARCINIA CAMBOGIA,BLOOD ALKALINE PHOSPHATASE INCREASED,4,1.19678722700296
GARCINIA CAMBOGIA,PANCREATITIS,3,1.38156151914504
GCB TRIM COFFEE BEAN EXTRACT,URINARY TRACT INFECTION,3,6.1902401690524
GEL SLIM,HEART RATE INCREASED,3,2.2103693057332
GINKGO BILOBA,BLOOD BILIRUBIN INCREASED,7,1.67524852105289
GINKGO BILOBA,ASPARTATE AMINOTRANSFERASE INCREASED,7,1.51919853003273
GINKGO BILOBA,ALANINE AMINOTRANSFERASE INCREASED,7,1.49051644239256
GINKGO BILOBA,HEPATIC ENZYME INCREASED,6,1.35287900423397
GINKGO BILOBA,INTERNATIONAL NORMALISED RATIO INCREASED,3,1.38720537928537
GINKGO BILOBA,JAUNDICE,5,0.949905852399261
GLUCOSAMINE,CYSTITIS,4,1.75539298073337
GLUCOSAMINE,HAIR TEXTURE ABNORMAL,4,1.34704199458111
GLUCOSAMINE,POLLAKIURIA,4,1.31406628455657
GLUCOSAMINE,ANOREXIA,4,1.15449974279447
GLUCOSAMINE AND CONDROITON,ALOPECIA,3,4.43883156697652
GLUTATHIONE,HEART RATE INCREASED,3,1.53123837664546
GNC ARGINMAX FOR MEN (DIETARY SUPPLEMENT) CAPLET,CYSTITIS,3,4.42579833067434
GNC GOLDENSEAL ROOT,ANXIETY,3,3.8444046505428
GNC HERBAL PLUS WHOLE HERB FENUGREEK SUPPLEMENT 100 CAPSULES,FLATULENCE,3,4.19103114995228
GNC HERBAL PLUS WHOLE HERB FENUGREEK SUPPLEMENT 100 CAPSULES,HAEMATOCHEZIA,3,4.06923277648216
GNC L-CARNITINE 500,ANGINA PECTORIS,3,5.81847086922928
GNC MAGNESIUM 250,ANGINA PECTORIS,3,5.81847086922928
GNC MEGA MEN MULTIVITAMIN,DIZZINESS,5,2.00788274035969
GNC NIACIN 500MG,BURNING SENSATION,3,2.14345466629158
GNC PRO PERFORMANCE AMP AMPLIFIED MUSCLE INGNITER 4X,BLOOD CREATINE PHOSPHOKINASE INCREASED,3,4.52960813838905
GNC PRO PERFORMANCE AMP AMPLIFIED WHEYBOLIC EXTREME 60,LOSS OF CONSCIOUSNESS,3,1.39749075787701
GNC TOTAL LEAN LIQUID L-CARNITINE LIQUID,PARAESTHESIA,3,3.27370213822357
GO RUBY GO,CEREBROVASCULAR ACCIDENT,4,1.42205887576189
GO RUBY GO,BLOOD PRESSURE INCREASED,6,1.03564978062641
GO RUBY GO,BLOOD GLUCOSE INCREASED,3,1.44326685037729
GREEN TEA COMPLEX,PRURITUS,3,2.70626736451845
GREEN TEA ELIXIR,BLOOD PRESSURE INCREASED,3,2.07878096752966
GREEN TEA EXTRACT,BIOPSY LIVER ABNORMAL,3,4.15902813930866
GREEN TEA EXTRACT,BLOOD BILIRUBIN INCREASED,5,2.43141599936385
GREEN TEA EXTRACT,BLOOD ALKALINE PHOSPHATASE INCREASED,3,2.11852940118849
GUMMY VITAMINS,ALOPECIA,3,1.93539231432826
HAIR SKIN AND NAILS,ALOPECIA,6,2.35511120394574
HAIR SKIN NAIL SUPPLEMENT,ALOPECIA,5,2.83627297155747
HAIR SKIN NAILS,HAIR TEXTURE ABNORMAL,3,4.3915435357007
"HAIR, SKIN AND NAILS",BLOOD BILIRUBIN INCREASED,5,2.76056745643733
"HAIR, SKIN AND NAILS",ASPARTATE AMINOTRANSFERASE INCREASED,5,2.60480912951543
"HAIR, SKIN AND NAILS",ALANINE AMINOTRANSFERASE INCREASED,5,2.57617587681565
"HAIR, SKIN AND NAILS",HEPATIC ENZYME INCREASED,4,2.31890910998368
HEALTHY LIFE CHEMISTRY MULTIMINERALS,FATIGUE,3,1.47279286465051
HERBAL CLEANSE WITH CITRUS FIBER DRINK,BLOOD POTASSIUM DECREASED,3,1.56359150814546
HERBAL PLUS LIVE SUPPORT,JAUNDICE,3,2.38051924260011
HERBALIFE 21-DAY HERBAL CLEANSING PROGRAM AM TABLETS,ABDOMINAL PAIN,5,1.08324849671549
HERBALIFE 21-DAY HERBAL CLEANSING PROGRAM PM TABLETS,ABDOMINAL PAIN,5,1.22437339604708
HERBALIFE 21-DAY HERBAL CLEANSING PROGRAM PM TABLETS,CONSTIPATION,3,1.21272424149888
HERBALIFE AM HERBAL CLEANSING PROGRAM REPLENISHING FORMULA,HEPATIC ENZYME INCREASED,3,3.08265505486847
HERBALIFE CELL ACTIVATOR,CHOLECYSTITIS,3,2.30603626994382
HERBALIFE CELL ACTIVATOR,EAR INFECTION,3,2.04031520377999
HERBALIFE CELL ACTIVATOR,HEPATIC ENZYME INCREASED,9,0.786802305695219
HERBALIFE CELL ACTIVATOR,GALLBLADDER DISORDER,4,1.10225943305458
HERBALIFE CELL-U-LOSS,HAEMATEMESIS,3,1.32842220807563
HERBALIFE FLORAFIBER,GALLBLADDER DISORDER,3,1.61528891782429
HERBALIFE FORMULA 2 MULTIVITAMIN COMPLEX,HEPATIC ENZYME INCREASED,5,1.36443749457182
HERBALIFE FORMULA 2 MULTIVITAMIN COMPLEX,HEPATITIS,3,1.57666668409187
HERBALIFE HERBAL ALOE CONCENTRATE MANGO,WEIGHT DECREASED,4,1.96209196788082
HERBALIFE HERBAL TEA CONCENTRATE RASPBERRY,ANXIETY,3,1.59466285152579
HERBALIFE JOINT SUPPORT,HEPATIC ENZYME INCREASED,3,1.6949093857256
HERBALIFE JOINT SUPPORT,JAUNDICE,3,1.55310759549606
HERBALIFE MULTIVITAMIN,JAUNDICE,3,1.69700608692071
HERBALIFE MULTIVITAMIN COMPLEX FORMULA 2,HEPATOMEGALY,3,1.77916470849079
HERBALIFE MULTIVITAMIN COMPLEX FORMULA 2,GASTRITIS,3,1.33250069805005
HERBALIFE TOTAL CONTROL,HAEMATEMESIS,3,1.44354593139113
HERBALIFE XTRA-CAL,JAUNDICE,3,1.76090844950789
HERBALIFE XTRA-CAL CALCIUM SUPPLEMENT,HEPATIC ENZYME INCREASED,3,3.08265505486847
HYDROXYCUT,HEPATIC FUNCTION ABNORMAL,10,2.12650301767465
HYDROXYCUT,JAUNDICE,23,1.22559436050231
HYDROXYCUT,HEPATOCELLULAR INJURY,9,2.00812788204857
HYDROXYCUT,BLOOD BILIRUBIN INCREASED,17,1.10207115923287
HYDROXYCUT,LIVER FUNCTION TEST ABNORMAL,18,1.03660585771207
HYDROXYCUT,CHROMATURIA,14,1.07559842079817
HYDROXYCUT,HYPERBILIRUBINAEMIA,3,2.46544063760318
HYDROXYCUT,FATIGUE,29,0.704362204860937
HYDROXYCUT,HEPATIC ENZYME INCREASED,16,0.918016648871365
HYDROXYCUT,CARDIAC ENZYMES INCREASED,3,2.23947716612679
HYDROXYCUT,PROTHROMBIN TIME PROLONGED,3,2.12492362588533
HYDROXYCUT,HEPATIC NECROSIS,5,1.5668564016106
HYDROXYCUT,ALANINE AMINOTRANSFERASE INCREASED,16,0.839359887036934
HYDROXYCUT,BLOOD ALKALINE PHOSPHATASE INCREASED,11,1.01505727003965
HYDROXYCUT,ASPARTATE AMINOTRANSFERASE INCREASED,15,0.786619659324868
HYDROXYCUT,FAECES PALE,5,1.37528766228903
HYDROXYCUT (REGULAR),HEPATIC FAILURE,3,4.10486468510465
HYDROXYCUT 24,INJURY,5,3.05510801159804
HYDROXYCUT 24,EMOTIONAL DISTRESS,3,2.10905887243436
HYDROXYCUT 24,LIVER INJURY,3,1.879010227296
HYDROXYCUT 24,ANXIETY,4,1.36673465957181
HYDROXYCUT 24 AM,ANXIETY,8,2.81858684904479
HYDROXYCUT 24 AM,DISCOMFORT,4,3.12094833928903
HYDROXYCUT 24 AM,INJURY,3,2.72098813588513
HYDROXYCUT 24 AM,FEAR,3,2.64088933581988
HYDROXYCUT 24 AM,NERVOUSNESS,3,2.35090336370116
HYDROXYCUT 24 PM,ANXIETY,8,2.81858684904479
HYDROXYCUT 24 PM,DISCOMFORT,4,3.12094833928903
HYDROXYCUT 24 PM,INJURY,3,2.72098813588513
HYDROXYCUT 24 PM,FEAR,3,2.64088933581988
HYDROXYCUT 24 PM,NERVOUSNESS,3,2.35090336370116
HYDROXYCUT CAFFEINE FREE CAPLETS,CARDIO-RESPIRATORY DISTRESS,3,3.71809301344706
HYDROXYCUT CAFFEINE FREE CAPLETS,LIVER FUNCTION TEST ABNORMAL,6,2.08369152779596
HYDROXYCUT CAFFEINE FREE CAPLETS,LIVER INJURY,4,2.20094662130182
HYDROXYCUT CAFFEINE FREE CAPLETS,INJURY,3,2.1537974428522
HYDROXYCUT CAFFEINE FREE CAPLETS,RENAL FAILURE,3,1.79010612037695
HYDROXYCUT CAFFEINE FREE CAPLETS,HYPERTENSION,4,1.50366815032905
HYDROXYCUT CAFFEINE-FREE CAPLETS,EMOTIONAL DISTRESS,11,2.67947259932799
HYDROXYCUT CAFFEINE-FREE CAPLETS,INJURY,9,2.58028044103918
HYDROXYCUT CAFFEINE-FREE CAPLETS,LIVER FUNCTION TEST ABNORMAL,12,1.84290296372043
HYDROXYCUT CAFFEINE-FREE CAPLETS,RHABDOMYOLYSIS,7,2.22856531805776
